Measure Number: 1
E6 261 1 0
C6 292 1 0
E5 323 1 0
E5 354 1 0
C5 385 1 0
E4 416 1 0
E4 447 1 0
C4 478 1 0
C2 14 1 0
G2 45 1 0
C3 76 1 0
C3 107 1 0
G3 138 1 0
C4 168 1 0
C4 199 1 0
G4 230 1 0
C5 261 1 0
G4 292 1 0
C4 323 1 0
C4 354 1 0
G3 385 1 0
C3 416 1 0
C3 447 1 0
G2 478 1 0
Measure Number: 13
A3 83 1 -1
D4 114 1 -1
A4 144 1 -1
A4 175 1 -1
D5 207 1 -1
A5 237 1 -1
A5 268 1 -1
D6 300 1 -1
A6 330 1 -1
D6 361 1 -1
A5 391 1 -1
A5 421 1 -1
D5 452 1 -1
A4 482 1 -1
A4 512 1 -1
D4 542 1 -1
F2 83 1 0
D3 114 1 -1
F3 144 1 0
F3 175 1 0
D4 207 1 -1
F4 237 1 0
F4 268 1 0
D5 300 1 -1
F5 330 1 0
D5 361 1 -1
F4 391 1 0
F4 421 1 0
D4 452 1 -1
F3 482 1 0
F3 512 1 0
D3 542 1 -1
Measure Number: 14
G3 12 1 0
B3 42 1 0
G4 71 1 0
G4 100 1 0
B4 130 1 0
G5 159 1 0
G5 188 1 0
B5 218 1 0
G6 247 1 0
B5 276 1 0
G5 305 1 0
G5 334 1 0
B4 363 1 0
G4 392 1 0
G4 420 1 0
B3 449 1 0
G2 12 1 0
D3 42 1 0
F3 71 1 0
G3 100 1 0
D4 130 1 0
F4 159 1 0
G4 188 1 0
D5 218 1 0
F5 247 1 0
D5 276 1 0
G4 305 1 0
F4 334 1 0
D4 363 1 0
G3 392 1 0
D3 420 1 0
G2 449 1 0
Measure Number: 15
E3 95 1 0
G3 122 1 0
E4 151 1 0
E4 178 1 0
G4 206 1 0
E5 235 1 0
E5 262 1 0
G5 290 1 0
E6 333 1 0
E6 360 1 0
G6 388 1 0
E7 419 1 0
G6 446 1 0
E6 474 1 0
E6 501 1 0
G5 529 1 0
C2 95 1 0
G2 122 1 0
C3 151 1 0
C3 178 1 0
G3 206 1 0
C4 235 1 0
C4 262 1 0
G4 290 1 0
C5 333 1 0
C5 360 1 0
G5 388 1 0
C6 419 1 0
G5 446 1 0
C5 474 1 0
C5 501 1 0
G4 529 1 0
Measure Number: 16
E5 14 1 0
E5 43 1 0
G4 72 1 0
E4 100 1 0
E4 129 1 0
G3 158 1 0
E3 187 1 0
G3 216 1 0
D3 245 1 0
G3 274 1 0
D4 303 1 0
G3 331 1 0
F3 360 1 0
G3 389 1 0
F4 418 1 0
G3 447 1 0
E4 129 4 0
D4 303 2 0
F4 418 2 0
C4 14 1 0
C4 43 1 0
G3 72 1 0
C3 100 1 0
C3 129 1 0
G2 158 1 0
C2 187 1 0
G2 216 1 0
B2 245 1 0
G2 274 1 0
C2 303 1 0
G2 331 1 0
D3 360 1 0
G2 389 1 0
C2 418 1 0
G2 447 1 0
Measure Number: 17
E3 95 1 0
G3 121 1 0
E4 162 1 0
E4 188 1 0
G4 215 1 0
E5 243 1 0
E5 270 1 0
G5 296 1 0
E6 339 1 0
E6 366 1 0
G6 392 1 0
E7 423 1 0
G6 449 1 0
E6 476 1 0
E6 502 1 0
G5 529 1 0
E4 162 2 0
C2 95 1 0
G2 121 1 0
C3 162 1 0
C3 188 1 0
G3 215 1 0
C4 243 1 0
C4 270 1 0
G4 296 1 0
C5 339 1 0
C5 366 1 0
G5 392 1 0
C6 423 1 0
G5 449 1 0
C5 476 1 0
C5 502 1 0
G4 529 1 0
Measure Number: 18
E5 14 1 0
E5 43 1 0
G4 71 1 0
E4 100 1 0
E4 129 1 0
G3 158 1 0
E3 187 1 0
G3 216 1 0
D3 245 1 0
G3 273 1 0
D4 302 1 0
G3 331 1 0
C3 360 1 0
G3 389 1 0
C4 418 1 0
G3 447 1 0
E4 129 4 0
D4 302 2 0
C4 418 2 0
C4 14 1 0
C4 43 1 0
G3 71 1 0
C3 100 1 0
C3 129 1 0
G2 158 1 0
C2 187 1 0
G2 216 1 0
B2 245 1 0
G2 273 1 0
C2 302 1 0
G2 331 1 0
A2 360 1 0
G2 389 1 0
C2 418 1 0
G2 447 1 0
Measure Number: 19
D3 83 1 0
G3 111 1 0
D4 140 1 0
D4 167 1 0
G4 194 1 0
D5 222 1 0
D5 249 1 0
G5 277 1 0
D6 331 1 0
D6 358 1 0
G6 385 1 0
D7 416 1 0
G6 443 1 0
D6 470 1 0
D6 497 1 0
G5 524 1 0
D4 140 2 0
C2 83 1 0
G2 111 1 0
B2 140 1 0
C3 167 1 0
G3 194 1 0
B3 222 1 0
C4 249 1 0
G4 277 1 0
B4 331 1 0
C5 358 1 0
G5 385 1 0
B5 416 1 0
G5 443 1 0
C5 470 1 0
B4 497 1 0
G4 524 1 0
Measure Number: 20
D5 12 1 0
D5 40 1 0
G4 68 1 0
D4 95 1 0
D4 124 1 0
G3 152 1 0
D3 180 1 0
G3 207 1 0
C3 236 1 0
F3 263 1 0
C4 292 1 0
F3 320 1 0
C3 348 1 0
F3 375 1 0
A3 425 1 0
F3 453 1 0
D4 124 4 0
C4 292 2 0
A3 425 2 0
C4 12 1 0
B3 40 1 0
G3 68 1 0
C3 95 1 0
B2 124 1 0
G2 152 1 0
C2 180 1 0
G2 207 1 0
A2 236 1 0
F2 263 1 0
C2 292 1 0
F2 320 1 0
A2 348 1 0
F2 375 1 0
C2 425 1 0
F2 453 1 0
Measure Number: 21
C3 83 1 0
F3 114 1 0
C4 143 1 0
C4 173 1 0
F4 204 1 0
C5 233 1 0
C5 263 1 0
F5 292 1 0
C6 322 1 0
F5 351 1 0
C5 381 1 0
C5 411 1 0
F4 440 1 0
C4 470 1 0
C4 499 1 0
F3 529 1 0
C4 143 2 0
C2 83 1 0
A2 114 1 -1
C3 143 1 0
C3 173 1 0
A3 204 1 -1
C4 233 1 0
C4 263 1 0
A4 292 1 -1
C5 322 1 0
A4 351 1 -1
C4 381 1 0
C4 411 1 0
A3 440 1 -1
C3 470 1 0
C3 499 1 0
A2 529 1 -1
Measure Number: 22
C3 12 1 0
E3 42 1 0
C4 72 1 0
C4 102 1 0
E4 132 1 0
C5 162 1 0
C5 192 1 0
E5 222 1 0
C6 252 1 0
E5 282 1 0
C5 312 1 0
C5 342 1 0
E4 372 1 0
C4 402 1 0
C4 432 1 0
E3 462 1 0
C2 12 1 0
G2 42 1 0
C3 72 1 0
C3 102 1 0
G3 132 1 0
C4 162 1 0
C4 192 1 0
G4 222 1 0
C5 252 1 0
G4 282 1 0
C4 312 1 0
C4 342 1 0
G3 372 1 0
C3 402 1 0
C3 432 1 0
G2 462 1 0
Measure Number: 23
C3 83 1 0
E3 116 1 -1
C4 143 1 0
C4 170 1 0
E4 200 1 -1
C5 227 1 0
C5 254 1 0
E5 281 1 -1
C6 324 1 0
C6 351 1 0
E6 378 1 -1
C7 405 1 0
E6 432 1 -1
C6 458 1 0
C6 485 1 0
E5 512 1 -1
A1 83 1 -1
E2 116 1 -1
A2 143 1 -1
A2 170 1 -1
E3 200 1 -1
A3 227 1 -1
A3 254 1 -1
E4 281 1 -1
A4 324 1 -1
A4 351 1 -1
E5 378 1 -1
A5 405 1 -1
E5 432 1 -1
A4 458 1 -1
A4 485 1 -1
E4 512 1 -1
Measure Number: 24
C5 12 1 0
C5 41 1 0
E4 71 1 -1
C4 100 1 0
C4 137 1 0
E3 167 1 -1
C3 196 1 0
E3 226 1 -1
B2 255 1 -1
E3 285 1 -1
B3 314 1 -1
E3 344 1 -1
D3 374 1 -1
E3 404 1 -1
E4 433 1 -1
E3 463 1 -1
C4 137 4 0
B3 314 2 -1
E4 433 2 -1
A3 12 1 -1
A3 41 1 -1
E3 71 1 -1
A2 100 1 -1
A2 137 1 -1
E2 167 1 -1
A1 196 1 -1
E2 226 1 -1
G2 255 1 0
E2 285 1 -1
A1 314 1 -1
E2 344 1 -1
B2 374 1 -1
E2 404 1 -1
A1 433 1 -1
E2 463 1 -1
Measure Number: 25
C3 83 1 0
E3 116 1 -1
C4 145 1 0
C4 173 1 0
E4 203 1 -1
C5 231 1 0
C5 259 1 0
E5 287 1 -1
C6 330 1 0
C6 358 1 0
E6 386 1 -1
C7 413 1 0
E6 441 1 -1
C6 469 1 0
C6 497 1 0
E5 525 1 -1
C4 145 2 0
A1 83 1 -1
E2 116 1 -1
A2 145 1 -1
A2 173 1 -1
E3 203 1 -1
A3 231 1 -1
A3 259 1 -1
E4 287 1 -1
A4 330 1 -1
A4 358 1 -1
E5 386 1 -1
A5 413 1 -1
E5 441 1 -1
A4 469 1 -1
A4 497 1 -1
E4 525 1 -1
Measure Number: 26
C5 12 1 0
C5 40 1 0
E4 69 1 -1
C4 98 1 0
C4 135 1 0
E3 163 1 -1
C3 192 1 0
E3 221 1 -1
B2 249 1 -1
E3 278 1 -1
B3 307 1 -1
E3 336 1 -1
A2 365 1 -1
E3 393 1 -1
A3 422 1 -1
E3 451 1 -1
C4 135 4 0
B3 307 2 -1
A3 422 2 -1
A3 12 1 -1
A3 40 1 -1
E3 69 1 -1
A2 98 1 -1
A2 135 1 -1
E2 163 1 -1
A1 192 1 -1
E2 221 1 -1
G2 249 1 0
E2 278 1 -1
A1 307 1 -1
E2 336 1 -1
F2 365 1 0
E2 393 1 -1
A1 422 1 -1
E2 451 1 -1
Measure Number: 27
B2 83 1 -1
E3 110 1 -1
B3 139 1 -1
B3 166 1 -1
E4 193 1 -1
B4 221 1 -1
B4 248 1 -1
E5 275 1 -1
B5 318 1 -1
B5 345 1 -1
E6 372 1 -1
B6 399 1 -1
E6 426 1 -1
B5 453 1 -1
B5 480 1 -1
E5 507 1 -1
B3 139 2 -1
A1 83 1 -1
E2 110 1 -1
G2 139 1 0
A2 166 1 -1
E3 193 1 -1
G3 221 1 0
A3 248 1 -1
E4 275 1 -1
G4 318 1 0
A4 345 1 -1
E5 372 1 -1
G5 399 1 0
E5 426 1 -1
A4 453 1 -1
G4 480 1 0
E4 507 1 -1
Measure Number: 28
B4 12 1 -1
B4 41 1 -1
E4 71 1 -1
B3 101 1 -1
B3 138 1 -1
E3 168 1 -1
B2 197 1 -1
E3 227 1 -1
A2 257 1 -1
D3 289 1 -1
A3 319 1 -1
D3 349 1 -1
A2 379 1 -1
D3 408 1 -1
F3 438 1 0
D3 468 1 -1
B3 138 4 -1
A3 319 2 -1
F3 438 2 0
A3 12 1 -1
G3 41 1 0
E3 71 1 -1
A2 101 1 -1
G2 138 1 0
E2 168 1 -1
A1 197 1 -1
E2 227 1 -1
F2 257 1 0
D2 289 1 -1
A1 319 1 -1
D2 349 1 -1
F2 379 1 0
D2 408 1 -1
A1 438 1 -1
D2 468 1 -1
Measure Number: 29
A2 83 1 -1
D3 114 1 -1
A3 142 1 -1
A3 170 1 -1
D4 200 1 -1
A4 228 1 -1
A4 257 1 -1
D5 287 1 -1
A5 315 1 -1
D5 343 1 -1
A4 371 1 -1
A4 399 1 -1
D4 427 1 -1
A3 455 1 -1
A3 483 1 -1
D3 511 1 -1
A1 83 1 -1
F2 114 1 -1
A2 142 1 -1
A2 170 1 -1
F3 200 1 -1
A3 228 1 -1
A3 257 1 -1
F4 287 1 -1
A4 315 1 -1
F4 343 1 -1
A3 371 1 -1
A3 399 1 -1
F3 427 1 -1
A2 455 1 -1
A2 483 1 -1
F2 511 1 -1
Measure Number: 30
A2 12 1 -1
C3 42 1 0
A3 73 1 -1
A3 104 1 -1
C4 135 1 0
A4 166 1 -1
C4 197 1 0
A3 228 1 -1
F2 261 1 1
C3 292 1 0
F3 324 1 1
F3 355 1 1
C4 386 1 0
F4 419 1 1
C4 450 1 0
F3 481 1 1
A1 12 1 -1
E2 42 1 -1
A2 73 1 -1
A2 104 1 -1
E3 135 1 -1
A3 166 1 -1
E3 197 1 -1
A2 228 1 -1
A1 261 1 -1
D2 292 1 0
A2 324 1 -1
A2 355 1 -1
D3 386 1 0
A3 419 1 -1
D3 450 1 0
A2 481 1 -1
Measure Number: 31
G2 83 1 0
B2 112 1 0
G3 129 1 0
G3 146 1 0
B3 177 1 0
G4 194 1 0
G4 211 1 0
B4 240 1 0
G5 257 1 0
B4 274 1 0
G4 292 1 0
G4 309 1 0
B3 326 1 0
G3 343 1 0
G3 361 1 0
B2 378 1 0
G1 83 1 0
D2 112 1 0
G2 129 1 0
G2 146 1 0
D3 177 1 0
G3 194 1 0
G3 211 1 0
D4 240 1 0
G4 257 1 0
D4 274 1 0
G3 292 1 0
G3 309 1 0
D3 326 1 0
G2 343 1 0
G2 361 1 0
D2 378 1 0
Measure Number: 32
A2 12 1 -1
C3 37 1 0
A3 55 1 -1
A3 73 1 -1
C4 91 1 0
A4 109 1 -1
A4 127 1 -1
C5 145 1 0
A5 167 1 -1
C5 185 1 0
A4 203 1 -1
A4 221 1 -1
C4 239 1 0
A3 257 1 -1
A3 275 1 -1
C3 293 1 0
G1 12 1 0
E2 37 1 -1
G2 55 1 0
G2 73 1 0
E3 91 1 -1
G3 109 1 0
G3 127 1 0
E4 145 1 -1
G4 167 1 0
E4 185 1 -1
G3 203 1 0
G3 221 1 0
E3 239 1 -1
G2 257 1 0
G2 275 1 0
E2 293 1 -1
Measure Number: 33
C3 12 1 0
F3 37 1 0
C4 55 1 0
C4 80 1 0
F4 98 1 0
C5 116 1 0
C5 134 1 0
F5 153 1 0
C6 175 1 0
F5 193 1 0
C5 211 1 0
C5 229 1 0
F4 247 1 0
C4 265 1 0
C4 291 1 0
F3 309 1 0
G1 12 1 0
D2 37 1 0
A2 55 1 -1
A2 80 1 -1
D3 98 1 0
A3 116 1 -1
A3 134 1 -1
D4 153 1 0
A4 175 1 -1
D4 193 1 0
A3 211 1 -1
A3 229 1 -1
D3 247 1 0
A2 265 1 -1
A2 291 1 -1
D2 309 1 0
Measure Number: 34
B2 95 1 0
F3 124 1 0
B3 154 1 0
B3 183 1 0
F4 212 1 0
B4 241 1 0
B4 270 1 0
F5 299 1 0
B5 330 1 0
F5 359 1 0
B4 388 1 0
B4 417 1 0
F4 446 1 0
B3 475 1 0
B3 504 1 0
F3 533 1 0
G1 95 1 0
D2 124 1 0
G2 154 1 0
G2 183 1 0
D3 212 1 0
G3 241 1 0
G3 270 1 0
D4 299 1 0
G4 330 1 0
D4 359 1 0
G3 388 1 0
G3 417 1 0
D3 446 1 0
G2 475 1 0
G2 504 1 0
D2 533 1 0
Measure Number: 35
B2 14 1 0
F3 43 1 0
B3 74 1 0
B3 104 1 0
F4 133 1 0
B4 163 1 0
B4 192 1 0
F5 222 1 0
B5 252 1 0
F5 282 1 0
B4 311 1 0
B4 341 1 0
F4 371 1 0
B3 400 1 0
B3 430 1 0
F3 459 1 0
G1 14 1 0
D2 43 1 0
G2 74 1 0
G2 104 1 0
D3 133 1 0
G3 163 1 0
G3 192 1 0
D4 222 1 0
G4 252 1 0
D4 282 1 0
G3 311 1 0
G3 341 1 0
D3 371 1 0
G2 400 1 0
G2 430 1 0
D2 459 1 0
Measure Number: 36
C3 83 1 0
F3 111 1 0
C4 139 1 0
C4 167 1 0
F4 194 1 0
C5 222 1 0
C5 250 1 0
F5 277 1 0
C6 305 1 0
F5 333 1 0
C5 361 1 0
C5 388 1 0
F4 416 1 0
C4 444 1 0
C4 471 1 0
F3 499 1 0
A1 83 1 -1
F2 111 1 0
A2 139 1 -1
A2 167 1 -1
F3 194 1 0
A3 222 1 -1
A3 250 1 -1
F4 277 1 0
A4 305 1 -1
F4 333 1 0
A3 361 1 -1
A3 388 1 -1
F3 416 1 0
A2 444 1 -1
A2 471 1 -1
F2 499 1 0
Measure Number: 37
E3 16 1 -1
F3 48 1 1
E4 80 1 -1
E4 112 1 -1
F4 144 1 1
E5 176 1 -1
E5 207 1 -1
F5 240 1 1
E6 272 1 -1
F5 303 1 1
E5 335 1 -1
E5 366 1 -1
F4 398 1 1
E4 429 1 -1
E4 461 1 -1
F3 493 1 1
A1 16 1 0
F2 48 1 1
A2 80 1 0
A2 112 1 0
F3 144 1 1
A3 176 1 0
A3 207 1 0
F4 240 1 1
A4 272 1 0
F4 303 1 1
A3 335 1 0
A3 366 1 0
F3 398 1 1
A2 429 1 0
A2 461 1 0
F2 493 1 1
Measure Number: 38
D3 99 1 0
G3 126 1 0
D4 156 1 0
D4 183 1 0
G4 210 1 0
D5 236 1 0
D5 263 1 0
G5 290 1 0
D6 317 1 0
G5 344 1 0
D5 370 1 0
D5 397 1 0
G4 424 1 0
D4 451 1 0
D4 478 1 0
G3 504 1 0
B1 99 1 -1
G2 126 1 0
B2 156 1 -1
B2 183 1 -1
G3 210 1 0
B3 236 1 -1
B3 263 1 -1
G4 290 1 0
B4 317 1 -1
G4 344 1 0
B3 370 1 -1
B3 397 1 -1
G3 424 1 0
B2 451 1 -1
B2 478 1 -1
G2 504 1 0
Measure Number: 39
D3 16 1 0
A3 47 1 -1
D4 79 1 0
D4 110 1 0
A4 142 1 -1
D5 173 1 0
D5 204 1 0
A5 237 1 -1
D6 268 1 0
A5 300 1 -1
D5 331 1 0
D5 363 1 0
A4 394 1 -1
D4 425 1 0
D4 457 1 0
A3 488 1 -1
B1 16 1 0
F2 47 1 0
B2 79 1 0
B2 110 1 0
F3 142 1 0
B3 173 1 0
B3 204 1 0
F4 237 1 0
B4 268 1 0
F4 300 1 0
B3 331 1 0
B3 363 1 0
F3 394 1 0
B2 425 1 0
B2 457 1 0
F2 488 1 0
Measure Number: 40
E3 83 1 -1
A3 113 1 -1
E4 143 1 -1
E4 173 1 -1
A4 203 1 -1
E5 233 1 -1
E5 263 1 -1
A5 293 1 -1
E6 323 1 -1
A5 353 1 -1
E5 383 1 -1
E5 412 1 -1
A4 442 1 -1
E4 472 1 -1
E4 502 1 -1
A3 532 1 -1
C2 83 1 0
F2 113 1 0
C3 143 1 0
C3 173 1 0
F3 203 1 0
C4 233 1 0
C4 263 1 0
F4 293 1 0
C5 323 1 0
F4 353 1 0
C4 383 1 0
C4 412 1 0
F3 442 1 0
C3 472 1 0
C3 502 1 0
F2 532 1 0
Measure Number: 41
G3 12 1 0
C4 41 1 0
G4 71 1 0
G4 101 1 0
C5 131 1 0
G5 161 1 0
G5 191 1 0
C6 220 1 0
G6 250 1 0
C6 280 1 0
G5 310 1 0
G5 340 1 0
C5 370 1 0
G4 399 1 0
G4 429 1 0
C4 459 1 0
E2 12 1 -1
A2 41 1 -1
E3 71 1 -1
E3 101 1 -1
A3 131 1 -1
E4 161 1 -1
E4 191 1 -1
A4 220 1 -1
E5 250 1 -1
A4 280 1 -1
E4 310 1 -1
E4 340 1 -1
A3 370 1 -1
E3 399 1 -1
E3 429 1 -1
A2 459 1 -1
Measure Number: 42
F3 83 1 0
C4 112 1 0
F4 141 1 0
F4 169 1 0
C5 198 1 0
F5 226 1 0
F5 255 1 0
C6 284 1 0
F6 312 1 0
B5 343 1 0
F5 371 1 0
F5 400 1 0
B4 429 1 0
F4 457 1 0
F4 486 1 0
B3 514 1 0
D2 83 1 0
A2 112 1 -1
D3 141 1 0
D3 169 1 0
A3 198 1 -1
D4 226 1 0
D4 255 1 0
A4 284 1 -1
D5 312 1 0
A4 343 1 -1
D4 371 1 0
D4 400 1 0
A3 429 1 -1
D3 457 1 0
D3 486 1 0
A2 514 1 -1
Measure Number: 43
A3 12 1 -1
B3 43 1 0
A4 74 1 -1
A4 105 1 -1
B4 136 1 0
A5 167 1 -1
A5 198 1 -1
B5 229 1 0
A6 260 1 -1
B5 291 1 0
A5 322 1 -1
A5 353 1 -1
B4 384 1 0
A4 415 1 -1
A4 446 1 -1
B3 477 1 0
G2 12 1 0
D3 43 1 0
F3 74 1 0
G3 105 1 0
D4 136 1 0
F4 167 1 0
G4 198 1 0
D5 229 1 0
F5 260 1 0
D5 291 1 0
G4 322 1 0
F4 353 1 0
D4 384 1 0
G3 415 1 0
F3 446 1 0
D3 477 1 0
Measure Number: 44
G3 83 1 0
B3 114 1 0
G4 144 1 0
G4 174 1 0
B4 204 1 0
G5 234 1 0
G5 264 1 0
B5 294 1 0
G6 324 1 0
B5 354 1 0
G5 384 1 0
G5 414 1 0
B4 444 1 0
G4 474 1 0
G4 505 1 0
B3 535 1 0
G2 83 1 0
D3 114 1 0
F3 144 1 0
G3 174 1 0
D4 204 1 0
F4 234 1 0
G4 264 1 0
D5 294 1 0
F5 324 1 0
D5 354 1 0
G4 384 1 0
F4 414 1 0
D4 444 1 0
G3 474 1 0
F3 505 1 0
D3 535 1 0
Measure Number: 45
G2 12 1 0
B2 41 1 0
G3 71 1 0
G3 101 1 0
B3 130 1 0
G4 160 1 0
B3 190 1 0
G3 219 1 0
G2 249 1 0
C3 279 1 0
G3 308 1 0
G3 338 1 0
C4 368 1 0
G4 397 1 0
C4 427 1 0
G3 457 1 0
G1 12 1 0
D2 41 1 0
G2 71 1 0
G2 101 1 0
D3 130 1 0
G3 160 1 0
D3 190 1 0
G2 219 1 0
