Measure Number: 1
rest 6
Measure Number: 11
D4 16 2 -1
D5 43 2 -1
A4 71 2 -1
D5 98 2 -1
A4 125 2 -1
A5 152 2 -1
A4 180 2 -1
A5 207 2 -1
E5 234 2 -1
A5 261 2 -1
E5 289 2 -1
E6 316 2 -1
D2 16 6 -1
D3 16 6 -1
A3 98 6 -1
D4 98 6 -1
F4 98 6 0
A3 180 6 -1
C4 180 6 -1
E4 180 6 -1
A2 261 6 -1
Measure Number: 12
E5 13 2 -1
E6 40 2 -1
A5 68 2 -1
E6 96 2 -1
A5 124 2 -1
A6 152 2 -1
A5 180 2 -1
A6 208 2 -1
D6 236 2 -1
A6 264 2 -1
D6 292 2 -1
D7 320 2 -1
rest 6
A3 96 6 -1
C4 96 6 -1
E4 96 6 -1
A3 180 6 -1
C4 180 6 -1
D4 192 6 -1
rest 6
D3 13 18 -1
rest 6
Measure Number: 13
G6 129 2 -1
B6 156 2 -1
D6 183 2 -1
G6 210 2 -1
E6 237 2 -1
G6 265 2 -1
D6 292 2 -1
G6 319 2 -1
B5 346 2 -1
D6 373 2 -1
G5 400 2 -1
B5 427 2 -1
G3 129 6 -1
B3 129 6 -1
D4 129 6 -1
G4 129 6 -1
G3 210 6 -1
C4 210 6 -1
E4 210 6 -1
G4 210 6 -1
G3 292 6 -1
B3 292 6 -1
D4 292 6 -1
G4 292 6 -1
rest 6
Measure Number: 14
G5 13 2 -1
B5 39 2 -1
D5 65 2 -1
G5 92 2 -1
E5 118 2 -1
G5 145 2 -1
D5 171 2 -1
G5 197 2 -1
B4 224 2 -1
D5 250 2 -1
G4 277 2 -1
B4 303 2 -1
G2 13 6 -1
G3 13 6 -1
C4 92 6 -1
E4 92 6 -1
G4 92 6 -1
B3 171 6 -1
D4 171 6 -1
G4 171 6 -1
rest 6
Measure Number: 15
E4 18 2 -1
E5 45 2 -1
A4 72 2 -1
E5 100 2 -1
A4 127 2 -1
A5 155 2 -1
E5 182 2 -1
A5 210 2 -1
E5 237 2 -1
E6 265 2 -1
A5 292 2 -1
E6 320 2 -1
C3 18 6 0
A3 100 12 -1
G4 100 12 -1
A2 265 6 -1
Measure Number: 16
E5 13 2 -1
E6 41 2 -1
A5 69 2 -1
E6 97 2 -1
D5 125 2 -1
D6 153 2 -1
A5 181 2 -1
D6 209 2 -1
A5 237 2 -1
A6 265 2 -1
D6 293 2 -1
D7 321 2 -1
D3 13 6 -1
A3 97 6 -1
F4 97 6 0
rest 12
Measure Number: 17
A6 141 2 -1
B6 167 2 -1
A6 193 2 -1
E6 218 2 -1
E7 244 2 -1
E6 270 2 -1
D6 296 2 -1
E6 322 2 -1
D6 348 2 -1
A5 373 2 -1
A6 399 2 -1
A5 425 2 -1
C4 141 6 0
G4 141 6 -1
A4 153 6 -1
A3 218 6 -1
G4 218 6 -1
A4 230 6 -1
D4 296 6 -1
F4 296 6 0
B4 296 6 -1
A3 373 6 -1
F4 373 6 0
A4 373 6 -1
Measure Number: 18
A5 21 2 -1
B5 48 2 -1
A5 75 2 -1
E5 102 2 -1
E6 129 2 -1
E5 156 2 -1
D5 183 2 -1
E5 210 2 -1
D5 236 2 -1
A4 263 6 -1
C4 21 6 0
G4 21 6 -1
B4 21 6 -1
A3 102 6 -1
G4 102 6 -1
A4 114 6 -1
D4 183 6 -1
F4 183 6 0
A3 263 6 -1
Measure Number: 19
A4 18 2 -1
E5 46 2 -1
A5 75 2 -1
B5 103 2 -1
A5 132 2 -1
E5 160 2 -1
D5 189 2 -1
A5 218 2 -1
D6 246 2 -1
E6 275 2 -1
D6 303 2 -1
B5 332 2 -1
C3 18 6 0
A3 103 6 -1
E4 103 6 -1
G4 103 6 -1
A3 189 6 -1
D4 189 6 -1
F4 189 6 0
D3 275 6 -1
Measure Number: 20
A5 13 2 -1
E6 41 2 -1
A6 70 2 -1
B6 98 2 -1
A6 127 2 -1
E6 155 2 -1
D6 184 2 -1
A6 213 2 -1
D7 241 2 -1
E7 270 2 -1
D7 298 2 -1
B6 327 2 -1
A2 13 6 -1
A3 98 6 -1
C4 98 6 0
G4 98 6 -1
D2 184 6 -1
A3 270 6 -1
D4 270 6 -1
F4 270 6 0
Measure Number: 21
A6 132 2 -1
B6 157 2 -1
A6 181 2 -1
E6 228 2 -1
E7 252 2 -1
E6 277 2 -1
D6 301 2 -1
E6 325 2 -1
D6 350 2 -1
A5 374 2 -1
A6 398 2 -1
A5 422 2 -1
A2 132 6 -1
C4 228 6 0
G4 228 6 -1
A4 240 6 -1
D4 301 6 -1
F4 301 6 0
B4 301 6 -1
A3 374 6 -1
F4 374 6 0
A4 374 6 -1
Measure Number: 22
A5 21 2 -1
B5 48 2 -1
A5 75 2 -1
E5 102 2 -1
E6 128 2 -1
E5 155 2 -1
D5 182 2 -1
E5 209 2 -1
D5 236 2 -1
A4 263 6 -1
C4 21 6 0
G4 21 6 -1
B4 21 6 -1
A3 102 6 -1
G4 102 6 -1
A4 114 6 -1
D4 182 6 -1
F4 182 6 0
A3 263 6 -1
Measure Number: 23
A4 18 2 -1
A5 46 2 -1
G5 75 2 -1
A5 103 2 -1
G5 132 2 -1
A5 160 2 -1
G6 189 2 -1
A5 217 2 -1
G5 246 2 -1
A5 274 2 -1
G5 303 2 -1
A5 331 2 -1
C3 18 6 0
A3 103 6 -1
E4 103 6 -1
G4 103 6 -1
rest 6
C2 274 6 0
Measure Number: 24
A4 18 2 -1
A5 46 2 -1
G5 75 2 -1
A5 103 2 -1
G5 132 2 -1
A5 160 2 -1
G6 189 2 -1
A5 217 2 -1
G5 246 2 -1
A5 274 2 -1
G5 303 2 -1
A5 331 2 -1
C3 18 6 0
A3 103 6 -1
E4 103 6 -1
G4 103 6 -1
rest 6
C2 274 6 0
C3 274 6 0
Measure Number: 25
B4 132 2 -1
B5 159 2 -1
G5 186 2 -1
B5 212 2 -1
G5 239 2 -1
B5 266 2 -1
G6 292 2 -1
B5 319 2 -1
G5 345 2 -1
B5 372 2 -1
G5 399 2 -1
B5 425 2 -1
D2 132 6 -1
D3 132 6 -1
B3 212 6 -1
D4 212 6 -1
G4 212 6 -1
C2 292 6 0
C3 292 6 0
D2 372 6 -1
D3 372 6 -1
Measure Number: 26
B4 21 2 -1
B5 48 2 -1
G5 74 2 -1
B5 101 2 -1
G5 127 2 -1
B5 154 2 -1
G6 181 2 -1
B5 207 2 -1
G5 234 2 -1
B5 260 2 -1
G5 287 2 -1
B5 314 2 -1
D2 21 6 0
D3 21 6 0
B3 101 6 -1
G4 101 6 -1
C2 181 6 1
C3 181 6 1
D2 260 6 0
D3 260 6 0
Measure Number: 27
G5 16 2 -1
B5 43 2 -1
G5 71 2 -1
B6 98 2 -1
B5 125 2 -1
G5 153 2 -1
A6 180 2 -1
B5 207 2 -1
G5 234 2 -1
G6 262 2 -1
B5 289 2 -1
G5 316 2 -1
E2 16 6 -1
E3 16 6 -1
B3 98 12 -1
G4 98 12 -1
E2 262 6 -1
E3 262 6 -1
Measure Number: 28
D6 19 2 -1
B5 46 2 -1
G5 74 2 -1
B6 102 2 -1
B5 129 2 -1
G5 157 2 -1
A6 185 2 -1
B5 212 2 -1
G5 240 2 -1
G6 268 2 -1
B5 295 2 -1
G5 323 2 -1
F2 19 6 -1
F3 19 6 -1
B3 102 12 -1
G4 102 12 -1
E2 268 6 0
E3 268 6 0
Measure Number: 29
D5 138 2 -1
D6 166 2 -1
B5 194 2 -1
D6 221 2 -1
D6 249 2 -1
D7 276 2 -1
B6 304 2 -1
D7 332 2 -1
D6 359 2 -1
D6 387 2 -1
B5 414 2 -1
D6 442 2 -1
F2 138 6 0
F3 138 6 0
B3 221 6 -1
D4 221 6 -1
F4 221 6 0
E2 304 6 0
E3 304 6 0
F2 387 6 0
F3 387 6 0
Measure Number: 30
D5 13 2 -1
D6 40 2 -1
B5 68 2 -1
D6 95 2 -1
D6 123 2 -1
D7 151 2 -1
B6 178 2 -1
D7 206 2 -1
D6 233 2 -1
D6 261 2 -1
B5 289 2 -1
D6 316 2 -1
G2 13 6 -1
G3 13 6 -1
B3 95 6 -1
D4 95 6 -1
F4 95 6 -1
F2 178 6 0
F3 178 6 0
G2 261 6 -1
G3 261 6 -1
Measure Number: 31
D5 18 2 -1
D6 45 2 -1
B5 73 2 -1
D6 100 2 -1
D6 128 2 -1
D7 156 2 -1
B6 183 2 -1
D7 211 2 -1
D6 238 2 -1
D6 266 2 -1
B5 294 2 -1
D6 321 2 -1
G2 18 6 0
G3 18 6 0
G3 100 6 0
D4 100 6 -1
F4 100 6 -1
A2 183 6 -1
A3 183 6 -1
A3 266 6 -1
D4 266 6 -1
F4 266 6 0
Measure Number: 32
D5 26 2 -1
D6 50 2 -1
G5 75 2 -1
D6 100 2 -1
D5 125 2 -1
D5 150 2 -1
G4 174 2 -1
D5 199 2 -1
D4 224 2 -1
D4 249 2 -1
G3 274 2 -1
D4 299 2 -1
B2 26 6 -2
B3 26 6 -2
B3 100 6 -2
E4 100 6 -1
G4 100 6 -1
rest 6
B1 249 6 -2
B2 249 6 -2
Measure Number: 33
E3 132 2 -1
G3 159 2 -1
D4 186 2 -1
E4 213 2 -1
G3 240 2 -1
D4 267 2 -1
E4 293 2 -1
G4 320 2 -1
D4 347 2 -1
E4 374 2 -1
G4 401 2 -1
D5 428 2 -1
A1 132 24 -1
A2 132 24 -1
Measure Number: 34
E4 13 2 -1
G4 40 2 -1
D5 67 2 -1
E5 95 2 -1
G4 122 2 -1
D5 149 2 -1
E5 177 2 -1
G5 204 2 -1
D5 231 2 -1
E5 259 2 -1
D6 286 2 -1
G5 320 2 -1
rest 12
A3 177 9 -1
D4 177 9 -1
G4 177 9 -1
A3 303 3 -1
D4 303 3 -1
G4 303 3 -1
Measure Number: 35
E5 16 2 -1
G5 44 2 -1
E6 72 2 -1
D6 101 2 -1
G5 129 2 -1
E5 157 2 -1
D6 185 2 -1
G5 213 2 -1
E5 242 2 -1
D5 270 2 -1
G5 298 2 -1
E5 326 2 -1
A3 16 24 -1
D4 16 24 -1
G4 16 24 -1
Measure Number: 36
D5 13 2 -1
G4 39 2 -1
E5 65 2 -1
D5 92 2 -1
G4 118 2 -1
E4 145 2 -1
D5 171 2 -1
G4 198 2 -1
E4 224 2 -1
D4 251 2 -1
G4 277 2 -1
E4 304 2 -1
rest 24
Measure Number: 37
A3 132 2 -1
E4 158 2 -1
G4 184 2 -1
A4 210 2 -1
E4 236 2 -1
G4 262 2 -1
A4 288 2 -1
E5 314 2 -1
G4 340 2 -1
A4 366 2 -1
E5 392 2 -1
G5 418 2 -1
A1 132 24 -1
A2 132 24 -1
Measure Number: 38
A4 13 2 -1
E5 40 2 -1
G5 68 2 -1
A5 96 2 -1
E5 124 2 -1
G5 152 2 -1
A5 202 2 -1
E6 230 2 -1
G5 258 2 -1
A5 286 2 -1
G6 314 2 -1
E6 348 2 -1
rest 12
A3 202 9 -1
C4 202 9 0
G4 202 9 -1
A4 214 9 -1
A3 331 3 -1
C4 331 3 0
G4 331 3 -1
A4 343 3 -1
Measure Number: 39
A5 21 2 -1
G5 49 2 -1
E6 77 2 -1
A5 105 2 -1
G5 133 2 -1
E5 162 2 -1
A5 190 2 -1
G5 218 2 -1
E5 246 2 -1
A4 274 2 -1
G5 302 2 -1
E5 330 2 -1
A3 21 24 -1
C4 21 24 0
G4 21 24 -1
A4 33 24 -1
Measure Number: 40
A4 13 2 -1
G4 37 2 -1
E5 61 2 -1
A4 85 2 -1
G4 109 2 -1
E4 133 2 -1
A4 157 2 -1
G4 182 2 -1
E4 206 2 -1
A3 230 2 -1
G4 254 2 -1
E4 278 2 -1
rest 24
Measure Number: 41
D4 132 2 -1
D5 158 2 -1
A4 183 2 -1
D5 208 2 -1
A4 233 2 -1
A5 258 2 -1
D5 283 2 -1
A5 309 2 -1
A4 334 2 -1
D5 359 2 -1
A4 384 2 -1
D5 409 2 -1
D2 132 6 -1
rest 6
A3 283 12 -1
F4 283 12 0
Measure Number: 42
D4 16 2 -1
D5 42 2 -1
A4 68 2 -1
D5 94 2 -1
A4 120 2 -1
A5 146 2 -1
D5 172 2 -1
A5 198 2 -1
A4 224 2 -1
D5 251 2 -1
A4 277 2 -1
D5 309 2 -1
A3 16 12 -1
F4 16 12 0
G3 172 9 0
E4 172 9 0
A3 293 3 -1
F4 293 3 0
Measure Number: 43
D4 13 2 -1
D5 39 2 -1
A4 66 2 -1
D5 92 2 -1
D5 119 2 -1
D6 145 2 -1
A5 172 2 -1
D6 198 2 -1
D5 225 2 -1
D5 251 2 -1
A4 278 2 -1
D5 305 2 -1
D3 13 6 -1
rest 6
A3 172 12 -1
F4 172 12 0
Measure Number: 44
A4 16 2 -1
A5 46 2 -1
D5 76 2 -1
A5 106 2 -1
A5 136 2 -1
A6 166 2 -1
D6 196 2 -1
A6 226 2 -1
A5 256 2 -1
A5 286 2 -1
D5 316 2 -1
A5 353 2 -1
A3 16 12 -1
F4 16 12 0
G3 196 9 0
E4 196 9 0
A3 335 3 -1
F4 335 3 0
Measure Number: 45
D5 129 2 -1
E5 154 2 -1
D5 179 2 -1
E6 218 2 -1
D6 243 2 -1
E7 268 2 -1
D7 293 2 -1
E7 318 2 -1
D7 343 2 -1
D6 368 2 -1
E6 393 2 -1
D6 418 2 -1
D3 129 6 -1
A3 218 6 -1
D4 218 6 -1
F4 218 6 0
B3 293 6 -2
D4 293 6 -1
G4 293 6 -1
B3 368 6 -1
D4 368 6 -1
G4 368 6 0
Measure Number: 46
D5 16 2 -1
E5 42 2 -1
D5 68 2 -1
E6 95 2 -1
D6 121 2 -1
E7 147 2 -1
D7 173 2 -1
E7 199 2 -1
D7 225 2 -1
D6 252 2 -1
E6 278 2 -1
D6 304 2 -1
C4 16 12 -1
D4 28 12 -1
A4 16 12 -1
B3 173 6 -1
D4 173 6 -1
G4 173 6 0
B3 252 6 -2
D4 252 6 -1
G4 252 6 -1
Measure Number: 47
D7 16 2 -1
E7 41 2 -1
D7 67 2 -1
D6 104 2 -1
E6 129 2 -1
D6 155 2 -1
D7 206 2 -1
E7 231 2 -1
D7 257 2 -1
D6 282 2 -1
E6 308 2 -1
D6 333 2 -1
A3 16 6 -1
C4 16 6 -1
F4 16 6 0
D3 104 6 -1
A4 206 6 -1
B4 282 6 -1
rest 6
rest 6
C4 194 12 -1
D4 206 12 -1
F4 206 12 0
Measure Number: 48
D7 28 2 -1
E7 55 2 -1
D7 82 2 -1
D6 109 2 -1
E6 135 2 -1
D6 162 2 -1
D7 189 2 -1
E7 216 2 -1
D7 243 2 -1
D6 270 2 -1
E6 297 2 -1
D6 324 2 -1
C5 28 12 -1
B4 189 6 -1
A4 270 6 -1
C4 16 24 -1
D4 28 24 -1
F4 28 24 0
Measure Number: 49
G6 132 2 -1
B6 158 2 -1
D6 184 2 -1
G6 210 2 -1
E6 237 2 -1
G6 263 2 -1
D6 289 2 -1
G6 315 2 -1
B5 342 2 -1
D6 368 2 -1
G5 394 2 -1
B5 421 2 -1
G3 132 6 -1
B3 132 6 -1
D4 132 6 -1
G4 132 6 -1
G3 210 6 -1
C4 210 6 -1
E4 210 6 -1
G4 210 6 -1
G3 289 6 -1
B3 289 6 -1
D4 289 6 -1
G4 289 6 -1
rest 6
Measure Number: 50
G5 13 2 -1
B5 40 2 -1
D5 68 2 -1
G5 95 2 -1
E5 123 2 -1
G5 151 2 -1
D5 178 2 -1
G5 206 2 -1
B4 233 2 -1
D5 261 2 -1
G4 289 2 -1
B4 316 2 -1
G2 13 6 -1
G3 13 6 -1
C4 95 6 -1
E4 95 6 -1
G4 95 6 -1
B3 178 6 -1
D4 178 6 -1
G4 178 6 -1
rest 6
Measure Number: 51
D4 16 2 -1
D5 43 2 -1
A4 71 2 -1
D5 98 2 -1
A4 125 2 -1
A5 152 2 -1
A4 180 2 -1
A5 207 2 -1
E5 234 2 -1
A5 261 2 -1
E5 289 2 -1
E6 316 2 -1
D2 16 6 -1
D3 16 6 -1
A3 98 6 -1
D4 98 6 -1
F4 98 6 0
A3 180 6 -1
C4 180 6 -1
E4 180 6 -1
A2 261 6 -1
Measure Number: 52
E5 13 2 -1
E6 40 2 -1
A5 68 2 -1
E6 96 2 -1
A5 124 2 -1
A6 152 2 -1
A5 180 2 -1
A6 208 2 -1
D6 236 2 -1
A6 264 2 -1
D6 292 2 -1
D7 320 2 -1
rest 6
A3 96 6 -1
C4 96 6 -1
E4 96 6 -1
A3 180 6 -1
C4 180 6 -1
D4 192 6 -1
rest 6
D3 13 18 -1
rest 6
Measure Number: 53
G6 129 2 -1
B6 157 2 -1
D6 185 2 -1
G6 213 2 -1
E6 241 2 -1
G6 269 2 -1
D6 297 2 -1
G6 325 2 -1
B5 353 2 -1
D6 382 2 -1
G5 410 2 -1
B5 438 2 -1
G3 129 6 -1
B3 129 6 -1
D4 129 6 -1
G4 129 6 -1
G3 213 6 -1
C4 213 6 -1
E4 213 6 -1
G4 213 6 -1
G3 297 6 -1
B3 297 6 -1
D4 297 6 -1
G4 297 6 -1
rest 6
Measure Number: 54
G5 13 2 -1
B5 40 2 -1
D5 67 2 -1
G5 95 2 -1
E5 122 2 -1
G5 149 2 -1
D5 177 2 -1
G5 204 2 -1
B4 231 2 -1
D5 259 2 -1
G4 286 2 -1
B4 314 2 -1
G2 13 6 -1
G3 13 6 -1
C4 95 6 -1
E4 95 6 -1
G4 95 6 -1
B3 177 6 -1
D4 177 6 -1
G4 177 6 -1
rest 6
Measure Number: 55
E4 13 2 -1
E5 40 2 -1
A4 67 2 -1
E5 94 2 -1
A4 121 2 -1
A5 148 2 -1
B4 175 2 -1
B5 202 2 -1
B4 229 2 -1
B5 256 2 -1
B4 283 2 -1
B5 310 2 -1
C3 13 6 -1
A3 94 6 -1
E4 94 6 -1
F3 175 6 0
B3 175 6 -1
D4 175 6 0
B2 256 6 -1
Measure Number: 56
E5 13 2 -1
E6 40 2 -1
A5 68 2 -1
E6 96 2 -1
A5 123 2 -1
A6 151 2 -1
B5 179 2 -1
B6 207 2 -1
B5 234 2 -1
B6 262 2 -1
B5 290 2 -1
B6 317 2 -1
C3 13 6 -1
A3 96 6 -1
E4 96 6 -1
F3 179 6 0
B3 179 6 -1
D4 179 6 0
B2 262 6 -1
Measure Number: 57
B5 129 2 -1
B6 152 2 -1
E6 176 2 -1
B6 213 2 -1
A5 236 2 -1
A6 260 2 -1
A5 304 2 -1
A6 327 2 -1
D6 351 2 -1
A6 388 2 -1
G5 411 2 -1
G6 435 2 -1
C3 129 6 -1
C4 213 6 -1
E4 213 6 -1
A4 213 6 -1
D3 304 6 -1
B3 388 6 -1
D4 388 6 -1
G4 388 6 -1
Measure Number: 58
D5 13 2 -1
D6 36 2 -1
A5 60 2 -1
D6 98 2 -1
A5 121 2 -1
A6 145 2 -1
G5 180 2 -1
G6 204 2 -1
D6 228 2 -1
G6 265 2 -1
D6 289 2 -1
D7 313 2 -1
C3 13 6 -1
C4 98 6 -1
D4 109 6 -1
F4 98 6 0
A4 98 6 -1
B2 180 6 -1
B3 265 6 -1
D4 265 6 -1
G4 265 6 -1
B4 265 6 -1
Measure Number: 59
B5 13 2 -1
B6 36 2 -1
E6 60 2 -1
B6 97 2 -1
A5 120 2 -1
A6 144 2 -1
A5 178 2 -1
A6 201 2 -1
D6 225 2 -1
A6 262 2 -1
G5 286 2 -1
G6 309 2 -1
C3 13 6 -1
C4 97 6 -1
E4 97 6 -1
A4 97 6 -1
D3 178 6 -1
B3 262 6 -1
D4 262 6 -1
G4 262 6 -1
Measure Number: 60
D5 13 2 -1
D6 36 2 -1
A5 60 2 -1
D6 98 2 -1
A5 121 2 -1
A6 145 2 -1
G5 180 2 -1
G6 204 2 -1
D6 228 2 -1
G6 265 2 -1
D6 289 2 -1
D7 313 2 -1
C3 13 6 -1
C4 98 6 -1
D4 109 6 -1
F4 98 6 0
A4 98 6 -1
B2 180 6 -1
B3 265 6 -1
D4 265 6 -1
G4 265 6 -1
B4 265 6 -1
Measure Number: 61
B5 129 2 -1
B6 157 2 -1
E6 185 2 -1
B6 213 2 -1
A5 241 2 -1
A6 268 2 -1
B5 296 2 -1
B6 324 2 -1
E6 352 2 -1
B6 380 2 -1
A5 408 2 -1
A6 436 2 -1
C3 129 6 -1
A3 213 12 -1
E4 213 12 -1
A4 213 12 -1
C3 380 6 -1
Measure Number: 62
B5 18 2 -1
B6 45 2 -1
E6 73 2 -1
B6 101 2 -1
A5 129 2 -1
A6 157 2 -1
B5 185 2 -1
B6 213 2 -1
E6 241 2 -1
B6 269 2 -1
A5 296 2 -1
A6 324 2 -1
C3 18 6 0
A3 101 12 -1
E4 101 12 -1
G4 89 12 -1
A4 101 12 -1
C3 269 6 0
Measure Number: 63
D6 13 2 -1
B6 39 2 -1
A5 65 2 -1
A6 92 2 -1
D6 118 2 -1
B6 144 2 -1
A5 184 2 -1
A6 211 2 -1
D6 237 2 -1
B6 263 2 -1
A5 290 2 -1
A6 316 2 -1
D3 13 12 -1
A3 184 12 -1
D4 184 12 -1
G4 184 12 -1
A4 196 12 -1
Measure Number: 64
D6 13 2 -1
B6 38 2 -1
A5 64 2 -1
A6 90 2 -1
D6 116 2 -1
B6 142 2 -1
A5 168 2 -1
A6 194 2 -1
D6 220 2 -1
B6 245 2 -1
A5 271 2 -1
A6 297 2 -1
G4 13 12 -1
A4 24 12 -1
D5 13 12 -1
rest 12
Measure Number: 65
E7 147 2 -1
rest 1
D7 202 1 -1
B6 224 2 -1
A6 258 2 -1
G6 291 2 -1
E6 325 2 -1
D6 359 2 -1
B5 392 2 -1
A5 426 2 -1
G5 460 2 -1
E5 493 2 -1
D5 527 2 -1
D2 116 0 -1
D3 147 24 -1
A3 147 24 -1
D4 147 24 -1
G4 147 24 -1
Measure Number: 66
A4 16 12 -1
B4 106 9 -1
A4 186 3 -1
E4 28 12 -1
G4 28 12 -1
D4 106 12 -1
F4 106 12 0
D3 16 24 -1
A3 16 24 -1
C4 16 24 -1
Measure Number: 67
G4 16 6 -1
rest 6
A6 139 2 -1
B6 171 2 -1
A6 202 2 -1
D6 234 2 -1
D7 265 2 -1
D6 297 2 -1
G4 16 6 -1
rest 6
B3 16 6 -1
G4 16 6 -1
D4 78 6 -1
C4 139 6 -1
A4 139 6 -1
A3 234 6 -1
F4 234 6 0
G3 16 24 -1
Measure Number: 68
D6 16 2 -1
E6 48 2 -1
D6 79 2 -1
G5 111 2 -1
G6 142 2 -1
G5 174 2 -1
A5 205 2 -1
B5 237 2 -1
A5 269 2 -1
D5 300 6 -1
B3 16 6 -1
G4 16 6 -1
D4 111 6 -1
C4 205 6 -1
A4 205 6 -1
A3 300 6 -1
F4 300 6 0
G3 16 24 -1
Measure Number: 69
D5 129 2 -1
G5 159 2 -1
A5 190 2 -1
B5 220 2 -1
A5 250 2 -1
G5 281 2 -1
D5 311 2 -1
A5 341 2 -1
D6 372 2 -1
E6 402 2 -1
D6 432 2 -1
A5 463 2 -1
G3 129 6 -1
B3 129 6 -1
G4 129 6 -1
rest 6
F3 311 6 0
C4 311 6 -1
E4 311 6 -1
D3 402 6 -1
D4 402 6 -1
Measure Number: 70
G5 16 2 -1
D6 43 2 -1
G6 70 2 -1
A6 97 2 -1
G6 124 2 -1
E6 151 2 -1
D6 178 2 -1
A6 205 2 -1
D7 232 2 -1
E7 259 2 -1
D7 286 2 -1
A6 314 2 -1
G3 16 6 -1
B3 16 6 -1
E4 16 6 -1
D3 97 6 -1
D4 97 6 -1
