Measure Number: 1
C4 12 12 0
A4 12 12 0
D4 59 6 0
F4 59 6 0
C4 88 12 0
A4 88 12 0
B3 134 6 -1
B4 134 6 -1
C3 12 12 0
F3 12 12 0
B2 59 6 -1
F3 59 6 0
C3 88 12 0
F3 88 12 0
D3 134 6 0
F3 134 6 0
Measure Number: 16
A4 12 9 0
G4 51 3 0
F4 71 6 0
C4 103 12 0
A4 103 12 0
B3 147 6 -1
B4 147 6 -1
C4 12 12 0
D4 71 6 0
C3 12 12 0
F3 12 12 0
B2 71 6 -1
F3 71 6 0
C3 103 12 0
F3 103 12 0
D3 147 6 0
F3 147 6 0
Measure Number: 17
A4 12 9 0
G4 50 3 0
F4 69 6 0
G4 99 18 0
C4 12 12 0
C4 69 6 0
D4 99 12 0
C4 141 6 0
E4 141 6 0
C3 12 12 0
F3 12 12 0
C3 69 6 0
A3 69 6 0
C3 99 12 0
B3 99 12 -1
C3 141 6 0
B3 141 6 -1
Measure Number: 18
F4 12 18 0
C5 84 18 0
C4 12 12 0
C4 57 6 0
E4 84 12 0
E4 129 6 0
F3 12 12 0
A3 12 12 0
F3 57 6 0
A3 57 6 0
C3 84 12 0
A3 84 12 0
C3 129 6 0
A3 129 6 0
Measure Number: 19
C5 81 12 0
D4 108 6 0
F4 108 6 0
B4 108 6 0
B4 136 0 0
C4 165 12 0
E4 165 12 0
A4 165 12 0
B3 197 6 0
E4 197 6 0
G4 197 6 1
E4 81 12 0
C3 81 12 0
A3 81 12 0
D3 108 6 0
E3 165 12 0
E2 197 6 0
E3 197 6 0
Measure Number: 20
C4 12 12 0
E4 12 12 0
A4 12 12 0
C4 34 6 0
E4 34 6 0
C5 34 6 0
E4 60 12 0
G4 60 12 0
E5 60 12 0
E4 76 6 0
G4 76 6 0
E5 76 6 0
A2 12 12 0
E3 12 12 0
A2 34 6 0
A3 34 6 0
C3 60 12 0
G3 60 12 0
C3 76 6 0
G3 76 6 0
C4 76 6 0
Measure Number: 21
G4 12 12 0
E5 12 12 0
F4 28 6 0
A4 28 6 0
D5 28 6 0
D5 56 0 0
E4 85 12 0
G4 85 12 0
C5 85 12 0
D4 112 6 0
G4 112 6 0
B4 112 6 0
E3 12 12 0
C4 12 12 0
F3 28 6 0
G3 85 12 0
G2 112 6 0
G3 112 6 0
Measure Number: 22
C5 10 18 0
G4 48 12 0
E5 48 12 0
A4 70 6 0
F5 70 6 0
E4 10 12 0
G4 10 12 0
E4 33 6 0
C3 10 12 0
G3 10 12 0
C3 33 6 0
G3 33 6 0
C3 48 12 0
C4 48 12 0
F3 70 6 0
C4 70 6 0
Measure Number: 23
G4 12 12 0
E5 12 12 0
A4 34 6 0
C5 34 6 0
G4 55 12 0
E5 55 12 0
F4 76 6 0
F5 76 6 0
G3 12 12 0
C4 12 12 0
F3 34 6 0
C4 34 6 0
G3 55 12 0
C4 55 12 0
A3 76 6 0
C4 76 6 0
Measure Number: 24
E5 12 9 0
D5 35 3 0
C5 51 6 0
G4 72 12 0
E5 72 12 0
F4 94 6 0
F5 94 6 0
G4 12 12 0
G4 51 6 0
G3 12 12 0
C4 12 12 0
F3 51 6 0
C4 51 6 0
G3 72 12 0
C4 72 12 0
A3 94 6 0
C4 94 6 0
Measure Number: 25
E5 12 9 0
D5 36 3 0
C5 51 6 0
D5 73 18 0
G4 12 12 0
G4 51 6 0
A4 73 12 0
F4 107 6 0
G4 119 6 0
B4 119 6 0
G3 12 12 0
C4 12 12 0
G3 51 6 0
E4 51 6 0
G3 73 12 0
F4 73 12 0
G3 119 6 0
Measure Number: 26
G4 10 18 0
C5 10 18 0
B4 59 18 -1
E4 10 12 0
E4 33 6 0
D4 59 12 0
F4 59 12 0
D4 96 6 -1
G4 96 6 0
C3 10 12 0
C3 33 6 0
D3 59 12 0
E3 96 6 0
Measure Number: 27
C4 84 12 0
A4 95 12 0
A4 158 6 0
C5 158 6 0
A4 204 12 0
C5 204 12 0
A4 278 6 0
C5 278 6 0
G4 84 12 0
F4 158 6 0
F3 84 12 0
F3 158 6 0
C4 158 6 0
F3 204 12 0
C4 204 12 0
F3 278 6 0
C4 278 6 0
Measure Number: 28
E5 12 9 0
D5 74 3 0
C5 105 6 0
A4 155 12 0
F5 155 12 0
F4 225 6 0
D5 225 6 0
B4 12 12 -1
B4 117 6 -1
F3 12 12 0
C4 12 12 0
F3 105 6 0
C4 105 6 0
F3 155 12 0
C4 155 12 0
B3 225 6 -1
Measure Number: 29
F4 10 12 0
C5 10 12 0
E4 80 6 0
A4 80 6 0
C4 125 12 0
F4 125 12 0
B3 196 6 -1
F4 196 6 0
G4 208 6 0
A3 10 12 0
C3 80 6 0
A3 80 6 0
D3 125 12 0
A3 125 12 0
G2 196 6 0
D3 196 6 0
Measure Number: 30
G4 12 18 0
C4 129 12 0
A4 129 12 0
D4 201 6 0
B4 201 6 -1
B3 12 12 -1
E4 12 12 0
B3 84 6 -1
D4 84 6 0
C3 12 12 0
C3 84 6 0
F2 129 12 0
F3 129 12 0
B2 201 6 -1
F3 201 6 0
Measure Number: 31
C4 84 12 0
A4 84 12 0
D4 129 6 0
F4 129 6 0
C4 158 12 0
A4 158 12 0
B3 204 6 -1
B4 204 6 -1
C3 84 12 0
F3 84 12 0
B2 129 6 -1
F3 129 6 0
C3 158 12 0
F3 158 12 0
D3 204 6 0
F3 204 6 0
Measure Number: 32
A4 12 9 0
G4 51 3 0
F4 70 6 0
C4 102 12 0
A4 102 12 0
B3 145 6 -1
B4 145 6 -1
C4 12 12 0
D4 70 6 0
C3 12 12 0
F3 12 12 0
B2 70 6 -1
F3 70 6 0
C3 102 12 0
F3 102 12 0
D3 145 6 0
F3 145 6 0
Measure Number: 33
A4 12 9 0
G4 49 3 0
F4 68 6 0
G4 98 18 0
C4 12 12 0
C4 68 6 0
D4 98 12 0
C4 140 6 0
E4 140 6 0
C3 12 12 0
F3 12 12 0
C3 68 6 0
A3 68 6 0
C3 98 12 0
B3 98 12 -1
C3 140 6 0
B3 140 6 -1
Measure Number: 34
C5 10 18 0
C5 83 12 0
F4 128 6 0
A4 128 6 0
E4 10 12 0
E4 55 6 0
E4 83 12 0
C3 10 12 0
A3 10 12 0
C3 55 6 0
A3 55 6 0
C3 83 12 0
A3 83 12 0
D3 128 6 0
A3 128 6 0
Measure Number: 35
E4 10 12 0
C5 10 12 0
F4 52 6 0
A4 52 6 0
E4 79 12 0
C5 79 12 0
D4 121 6 0
D5 121 6 0
E3 10 12 0
A3 10 12 0
D3 52 6 0
A3 52 6 0
E3 79 12 0
A3 79 12 0
F3 121 6 0
A3 121 6 0
Measure Number: 36
C5 10 9 0
B4 49 3 0
A4 69 6 0
E4 101 12 0
C5 101 12 0
D4 145 6 0
D5 145 6 0
E4 10 12 0
F4 69 6 0
E3 10 12 0
A3 10 12 0
D3 69 6 0
A3 69 6 0
E3 101 12 0
A3 101 12 0
F3 145 6 0
A3 145 6 0
Measure Number: 37
C5 81 9 0
B4 125 3 0
A4 148 6 0
B4 184 18 0
E4 81 12 0
E4 148 6 0
D4 192 12 0
E4 204 12 0
A4 204 12 0
D4 255 6 0
E4 267 6 0
G4 267 6 1
E3 81 12 0
A3 81 12 0
E3 148 6 0
C4 148 6 0
E3 184 12 0
E3 267 6 0
Measure Number: 38
A4 12 18 0
A4 101 18 0
C5 101 18 0
C4 12 12 0
E4 12 12 0
C4 61 6 0
E4 61 6 0
E4 101 12 -1
E4 150 6 -1
A2 12 12 0
A2 61 6 0
F2 101 12 1
F2 150 6 1
Measure Number: 39
D4 10 9 0
G4 10 9 0
B4 10 9 -1
C4 52 3 0
F4 52 3 1
A4 52 3 0
D4 74 6 0
G4 74 6 0
A4 109 18 0
B3 109 12 -1
E4 109 12 0
B3 157 6 -1
E4 157 6 0
G2 10 9 0
A2 52 3 0
B2 74 6 -1
C3 109 12 0
C2 157 6 0
C3 157 6 0
Measure Number: 40
F4 12 18 0
A4 101 18 0
C5 101 18 0
A3 12 12 0
A3 61 6 0
E4 101 12 -1
E4 150 6 -1
F2 12 12 0
C3 12 12 0
F2 61 6 0
F2 101 12 1
F2 150 6 1
Measure Number: 41
C5 11 0 0
D4 40 9 0
G4 40 9 0
B4 40 9 -1
C4 83 3 0
F4 83 3 1
A4 83 3 0
D4 104 6 0
G4 104 6 0
A4 139 18 0
B3 139 12 -1
E4 139 12 0
B3 187 6 -1
E4 187 6 0
G2 40 9 0
A2 83 3 0
B2 104 6 -1
C3 139 12 0
C2 187 6 0
C3 187 6 0
Measure Number: 42
F4 84 18 0
A4 170 18 0
A3 84 12 0
A3 140 6 0
B3 170 12 -1
E4 170 12 0
B3 210 6 -1
E4 210 6 0
C3 84 12 0
C3 140 6 0
C3 170 18 0
F2 84 9 0
E2 119 3 0
D2 140 6 0
C2 170 12 0
C2 210 6 0
Measure Number: 43
F4 12 18 0
A4 99 18 0
A3 12 12 0
A3 69 6 0
B3 99 12 -1
E4 99 12 0
B3 139 6 -1
E4 139 6 0
C3 12 12 0
C3 69 6 0
C3 99 18 0
F2 12 9 0
E2 48 3 0
D2 69 6 0
C2 99 12 0
C2 139 6 0
Measure Number: 44
A3 12 12 0
F4 12 12 0
B3 53 6 -1
E4 53 6 0
A4 53 6 0
A3 79 12 0
F4 79 12 0
B3 120 6 -1
E4 120 6 0
A4 120 6 0
F2 12 12 0
C3 12 12 0
C2 53 6 0
C3 53 6 0
F2 79 12 0
C3 79 12 0
C2 120 6 0
C3 120 6 0
Measure Number: 45
A3 12 12 0
F4 12 12 0
B3 53 6 -1
E4 53 6 0
A4 53 6 0
A3 79 12 0
F4 79 12 0
B3 120 6 -1
E4 120 6 0
A4 120 6 0
F2 12 12 0
C3 12 12 0
C2 53 6 0
C3 53 6 0
F2 79 12 0
C3 79 12 0
C2 120 6 0
C3 120 6 0
Measure Number: 46
A4 188 8 0
A4 216 8 0
A4 244 8 0
A4 272 8 0
A4 300 8 0
A4 335 8 0
F1 20 6 0
F2 44 6 0
C3 67 6 0
F3 91 6 0
A3 115 6 0
C4 138 6 0
F4 162 6 0
A3 188 36 0
C4 188 36 0
F4 188 36 0
F1 20 12 0
F2 188 36 0
C3 188 36 0
F3 188 36 0
Measure Number: 47
F6 84 3 0
A6 84 3 0
E6 109 3 0
C6 135 3 0
A5 161 3 0
F5 186 3 0
A5 186 3 0
E5 212 3 0
C5 238 3 0
A4 263 3 0
F4 289 3 0
A4 289 3 0
E4 315 3 0
C4 341 3 0
A3 366 3 0
A1 84 6 0
A2 84 6 0
E2 135 6 0
E3 135 6 0
B2 186 6 0
B3 186 6 0
C3 238 12 0
C4 238 12 0
rest 6
Measure Number: 48
G3 19 3 1
B3 52 3 0
G4 52 3 1
B3 81 3 0
D4 111 3 0
B4 111 3 0
D4 140 3 0
F4 169 3 0
D5 169 3 0
F4 199 3 0
G4 228 3 1
F5 228 3 0
G4 257 3 1
B4 287 3 0
G5 287 3 1
B4 316 3 0
D5 346 3 0
B5 346 3 0
F3 19 3 0
D3 52 3 0
A2 81 3 0
G3 111 3 1
F3 140 3 0
A2 169 3 0
B3 199 3 0
F3 228 3 0
A2 257 3 0
D4 287 3 0
rest 6
Measure Number: 49
F6 12 3 0
A6 12 3 0
E6 38 3 0
C6 64 3 0
A5 89 3 0
F5 115 3 0
A5 115 3 0
E5 141 3 0
C5 167 3 0
A4 192 3 0
F4 218 3 0
A4 218 3 0
E4 244 3 0
C4 269 3 0
A3 295 3 0
A1 12 6 0
A2 12 6 0
E2 64 6 0
E3 64 6 0
B2 115 6 0
B3 115 6 0
C3 167 12 0
C4 167 12 0
rest 6
Measure Number: 50
B3 93 3 0
D4 121 3 0
B4 121 3 0
D4 150 3 0
F4 178 3 0
D5 178 3 0
F4 206 3 0
G4 236 3 1
F5 236 3 0
G4 264 3 1
B4 295 3 0
G5 295 3 1
B4 323 3 0
D5 352 3 0
B5 352 3 0
D5 380 3 0
F5 408 3 0
D6 408 3 0
G3 93 3 1
F3 121 3 0
A2 150 3 0
B3 178 3 0
F3 206 3 0
A2 236 3 0
D4 264 3 0
F3 295 3 0
A2 323 3 0
F4 352 3 0
rest 6
Measure Number: 51
A6 12 3 0
E7 12 3 0
C7 40 3 0
A6 67 3 0
E6 95 3 0
E6 122 3 0
C7 122 3 0
A6 150 3 0
E6 177 3 0
C6 205 3 0
C6 232 3 0
A6 232 3 0
E6 260 3 0
C6 287 3 0
A5 315 3 0
A1 12 6 0
A2 12 6 0
E2 67 6 0
E3 67 6 0
G2 122 6 1
G3 122 6 1
B2 177 6 0
B3 177 6 0
A2 232 6 0
A3 232 6 0
B2 287 6 0
B3 287 6 0
Measure Number: 52
A5 12 3 0
E6 12 3 0
C6 37 3 0
A5 62 3 0
E5 86 3 0
E5 111 3 0
C6 111 3 0
A5 136 3 0
E5 161 3 0
C5 185 3 0
C5 210 3 0
A5 210 3 0
E5 235 3 0
C5 259 3 0
A4 284 3 0
D3 12 6 0
D4 12 6 0
C3 62 6 0
C4 62 6 0
D3 111 6 1
D4 111 6 1
F3 161 6 0
F4 161 6 0
E3 210 6 0
E4 210 6 0
rest 6
Measure Number: 53
C5 93 3 0
F5 93 3 1
E5 122 3 -1
C5 146 3 0
F4 176 3 1
F4 200 3 1
C5 200 3 0
A4 225 3 0
F4 249 3 1
C4 273 3 0
C4 297 3 0
A4 297 3 0
F4 321 3 1
C4 346 3 0
A3 370 3 0
A1 93 6 0
A2 93 6 0
C2 146 6 0
C3 146 6 0
D2 200 6 0
D3 200 6 0
E2 249 18 -1
E3 249 18 -1
Measure Number: 54
A3 17 3 0
F4 17 3 1
C4 45 3 0
A3 74 3 0
F3 106 3 1
D4 135 3 0
F4 135 3 1
F3 163 3 1
E4 192 3 -1
F4 204 3 1
F3 220 3 1
D4 249 3 0
F4 249 3 1
F3 277 3 1
C4 305 3 0
D4 317 3 0
F4 305 3 1
F3 336 3 1
E2 17 12 -1
E3 17 12 -1
D2 135 6 0
D3 135 6 0
A1 192 6 0
A2 192 6 0
B1 249 6 -1
B2 249 6 -1
A1 305 6 0
A2 305 6 0
Measure Number: 55
E6 18 3 -1
G6 18 3 0
D6 43 3 0
B5 69 3 -1
G5 94 3 0
E5 123 3 -1
G5 123 3 0
D5 148 3 0
B4 174 3 -1
G4 199 3 0
E4 228 3 -1
G4 228 3 0
D4 253 3 0
B3 279 3 -1
G3 304 3 0
G1 18 6 0
G2 18 6 0
D2 69 6 0
D3 69 6 0
A2 123 6 0
A3 123 6 0
B2 174 12 -1
B3 174 12 -1
rest 6
Measure Number: 56
F3 92 3 1
A3 122 3 0
F4 122 3 1
A3 148 3 0
C4 178 3 0
A4 178 3 0
C4 205 3 0
E4 234 3 -1
C5 234 3 0
E4 260 3 -1
F4 289 3 1
E5 289 3 -1
F4 315 3 1
A4 345 3 0
F5 345 3 1
A4 372 3 0
C5 398 3 0
A5 398 3 0
E3 92 3 -1
C3 122 3 0
E2 148 3 0
F3 178 3 1
C3 205 3 0
E2 234 3 0
A3 260 3 0
C3 289 3 0
E2 315 3 0
C4 345 3 0
rest 6
Measure Number: 57
E6 18 3 -1
G6 18 3 0
D6 42 3 0
B5 66 3 -1
G5 91 3 0
E5 120 3 -1
G5 120 3 0
D5 144 3 0
B4 168 3 -1
G4 192 3 0
E4 222 3 -1
G4 222 3 0
D4 246 3 0
B3 270 3 -1
G3 294 3 0
G1 18 6 0
G2 18 6 0
D2 66 6 0
D3 66 6 0
A2 120 6 0
A3 120 6 0
B2 168 12 -1
B3 168 12 -1
rest 6
Measure Number: 58
A3 17 3 0
C4 46 3 0
A4 46 3 0
C4 71 3 0
E4 101 3 -1
C5 101 3 0
E4 126 3 -1
F4 156 3 1
E5 156 3 -1
F4 182 3 1
A4 212 3 0
F5 212 3 1
A4 237 3 0
C5 268 3 0
A5 268 3 0
C5 294 3 0
E5 319 3 -1
C6 319 3 0
F3 17 3 1
E3 46 3 -1
G2 71 3 0
A3 101 3 0
E3 126 3 -1
G2 156 3 0
C4 182 3 0
E3 212 3 -1
G2 237 3 0
E4 268 3 -1
rest 6
Measure Number: 59
G6 84 3 0
D7 84 3 0
B6 112 3 -1
G6 141 3 0
D6 170 3 0
D6 199 3 0
B6 199 3 -1
G6 228 3 0
D6 257 3 0
B5 285 3 -1
B5 314 3 -1
G6 314 3 0
D6 343 3 0
B5 372 3 -1
G5 401 3 0
G1 84 6 0
G2 84 6 0
D2 141 6 0
D3 141 6 0
F2 199 6 1
F3 199 6 1
A2 257 6 0
A3 257 6 0
G2 314 6 0
G3 314 6 0
A2 372 6 0
A3 372 6 0
Measure Number: 60
G5 12 3 0
D6 12 3 0
B5 39 3 -1
G5 65 3 0
D5 92 3 0
D5 118 3 0
B5 118 3 -1
G5 145 3 0
D5 171 3 0
B4 198 3 -1
B4 224 3 -1
G5 224 3 0
D5 251 3 0
B4 277 3 -1
G4 304 3 0
C3 12 6 0
C4 12 6 0
B2 65 6 -1
B3 65 6 -1
C3 118 6 1
C4 118 6 1
E3 171 6 -1
E4 171 6 -1
D3 224 6 0
D4 224 6 0
rest 6
Measure Number: 61
G4 12 3 0
D5 12 3 0
B4 39 3 -1
G4 65 3 0
D4 91 3 0
D4 117 3 0
B4 117 3 -1
G4 144 3 0
D4 170 3 0
B3 196 3 -1
D4 223 3 0
G4 223 3 0
E4 249 3 0
D4 275 3 0
G3 301 3 0
E1 12 6 0
E2 12 6 0
G1 65 6 0
G2 65 6 0
A1 117 6 0
A2 117 6 0
B1 170 18 -1
B2 170 18 -1
Measure Number: 62
G4 84 3 0
D5 84 3 0
B4 109 3 -1
G4 134 3 0
D4 159 3 0
D4 184 3 0
B4 184 3 -1
G4 209 3 0
D4 234 3 0
B3 259 3 -1
D4 284 3 0
G4 284 3 0
E4 309 3 0
D4 334 3 0
G3 359 3 0
E1 84 6 0
E2 84 6 0
G1 134 6 0
G2 134 6 0
A1 184 6 0
A2 184 6 0
B1 234 18 -1
B2 234 18 -1
Measure Number: 63
G3 19 18 0
A3 31 18 0
C4 19 18 1
E4 19 18 0
A4 19 18 0
A3 181 9 0
D4 181 9 0
F4 181 9 0
A4 181 9 0
A3 268 3 0
A4 268 3 0
A3 297 6 0
A4 297 6 0
A1 19 6 0
A2 19 6 0
G2 65 3 1
A2 94 3 0
B2 123 3 0
C3 153 3 1
D3 181 3 0
E3 210 3 0
F3 239 3 0
E3 268 3 0
D3 297 3 0
B2 326 3 -1
Measure Number: 64
G3 19 18 0
A3 31 18 0
C4 19 18 1
E4 19 18 0
A4 19 18 0
A3 179 12 0
D4 179 12 0
F4 179 12 0
A4 179 12 0
B3 292 6 0
F4 292 6 0
G4 304 6 0
B4 292 6 0
A1 19 6 0
A2 19 6 0
G2 64 3 1
A2 92 3 0
B2 121 3 0
C3 151 3 1
D3 179 3 0
E3 207 3 0
F3 235 3 0
E3 264 3 0
D3 292 3 0
D3 321 3 -1
Measure Number: 65
C4 84 18 0
E4 84 18 0
G4 84 18 0
B4 84 18 -1
C5 95 18 0
C4 238 9 0
F4 238 9 0
A4 238 9 -1
C5 238 9 0
C4 322 3 0
C5 322 3 0
C4 350 6 0
C5 350 6 0
C2 84 6 0
C3 84 6 0
B2 128 3 0
C3 155 3 0
D3 183 3 0
E3 210 3 0
F3 238 3 0
G3 265 3 0
A3 295 3 -1
G3 322 3 0
F3 350 3 0
D3 379 3 -1
Measure Number: 66
C4 12 18 0
E4 12 18 0
G4 12 18 0
B4 12 18 -1
C5 24 18 0
C4 163 12 0
F4 163 12 0
A4 163 12 -1
C5 163 12 0
D4 274 6 0
A4 274 6 -1
B4 285 6 -1
D5 274 6 0
C2 12 6 0
C3 12 6 0
B2 55 3 0
C3 82 3 0
D3 109 3 0
E3 136 3 0
F3 163 3 0
G3 190 3 0
A3 220 3 -1
G3 247 3 0
F3 274 3 0
F3 303 3 -1
Measure Number: 67
E4 27 18 -1
G4 27 18 0
B4 27 18 -1
D5 27 18 -1
E5 39 18 -1
E4 182 9 -1
A4 182 9 -1
C5 182 9 -1
E5 182 9 -1
E4 268 3 -1
E5 268 3 -1
E4 295 6 -1
E5 295 6 -1
E2 27 6 -1
E3 27 6 -1
D3 71 3 0
E3 98 3 -1
F3 126 3 0
G3 153 3 0
A3 182 3 -1
B3 209 3 -1
C4 240 3 -1
B3 268 3 -1
A3 295 3 -1
F3 324 3 -1
Measure Number: 68
E4 103 18 -1
G4 103 18 0
B4 103 18 -1
D5 103 18 -1
E5 115 18 -1
E4 245 12 -1
A4 245 12 -1
C5 245 12 -1
E5 245 12 -1
E5 350 6 -1
A5 350 6 -1
E6 350 6 -1
E2 103 6 -1
E3 103 6 -1
D3 142 3 0
E3 167 3 -1
F3 192 3 0
G3 216 3 0
A3 245 3 -1
B3 270 3 -1
C4 301 3 -1
B3 326 3 -1
A3 350 3 -1
E3 375 3 -1
Measure Number: 69
E5 29 12 -1
A5 29 12 -1
E6 29 12 -1
rest 6
E6 193 18 -1
A6 193 18 -1
E7 193 18 -1
F2 29 6 -1
rest 3
C3 104 3 -1
E3 133 3 -1
A3 162 3 -1
C4 193 3 -1
A3 222 3 -1
E3 250 3 -1
C3 279 3 -1
E4 310 6 -1
Measure Number: 70
D6 18 6 0
A6 18 6 -1
D7 18 6 0
C6 50 6 -1
D6 62 6 0
C7 62 6 -1
B5 117 6 -1
D6 117 6 0
B6 117 6 -1
A5 178 6 -1
E6 178 6 0
A6 178 6 -1
G5 233 6 -1
D6 233 6 0
G6 233 6 -1
F5 288 6 -1
A5 288 6 -1
F6 288 6 -1
F2 18 6 -1
rest 3
C3 90 3 -1
D3 117 3 0
A3 147 3 -1
C4 178 3 -1
A3 205 3 -1
D3 233 3 0
C3 261 3 -1
D4 288 6 0
Measure Number: 71
E5 94 18 -1
G5 94 18 0
E6 94 18 -1
C5 240 18 -1
E5 240 18 -1
C6 240 18 -1
E2 94 6 -1
E3 94 6 -1
D2 135 3 0
E2 160 3 -1
F2 186 3 0
G2 211 3 0
A2 240 3 -1
B2 266 3 -1
C3 295 3 -1
D3 324 3 -1
E3 350 3 -1
F3 379 3 -1
Measure Number: 72
B4 18 18 -1
D5 18 18 -1
B5 18 18 -1
A4 171 18 -1
C5 171 18 -1
A5 171 18 -1
E2 18 6 -1
D2 61 3 0
E2 88 3 -1
F2 115 3 0
G2 142 3 0
A2 171 3 -1
B2 198 3 -1
C3 227 3 -1
D3 256 3 -1
E3 286 3 -1
F3 315 3 -1
Measure Number: 73
G4 18 18 -1
B4 18 18 -1
G5 18 18 -1
A4 171 18 -1
C5 171 18 -1
A5 171 18 -1
E2 18 6 -1
D2 61 3 0
E2 88 3 -1
F2 115 3 0
G2 142 3 0
A2 171 3 -1
B2 198 3 -1
C3 227 3 -1
D3 256 3 -1
E3 286 3 -1
F3 315 3 -1
Measure Number: 74
D4 94 18 -1
B4 94 18 -1
D5 94 18 -1
F4 244 18 -1
A4 244 18 -1
F5 244 18 -1
E2 94 6 -1
D2 136 3 0
E2 162 3 -1
F2 189 3 0
G2 215 3 0
A2 244 3 -1
B2 270 3 -1
C3 300 3 -1
D3 329 3 -1
E3 358 3 -1
F3 387 3 -1
Measure Number: 75
E4 18 18 -1
G4 18 18 0
E5 18 18 -1
E4 168 18 -1
A4 168 18 -1
C5 168 18 -1
E2 18 6 -1
D2 60 3 0
E2 86 3 -1
F2 113 3 0
G2 139 3 0
A2 168 3 -1
B2 195 3 -1
C3 224 3 -1
D3 253 3 -1
E3 282 3 -1
F3 311 3 -1
Measure Number: 76
D4 18 18 -1
B4 18 18 -1
C4 168 18 -1
E4 168 18 -1
A4 168 18 -1
E2 18 6 -1
D2 60 3 0
E2 86 3 -1
F2 113 3 0
G2 139 3 0
A2 168 3 -1
