Measure Number: 0
A4 333 6 -1
Measure Number: 11
B4 24 6 -1
G5 24 6 0
B5 24 6 -1
G6 24 6 0
B4 72 6 -1
D5 72 6 0
B5 72 6 -1
D6 72 6 0
B4 120 6 -1
E5 120 6 -1
B5 120 6 -1
E6 120 6 -1
B4 169 6 0
E5 169 6 -1
D6 169 6 0
C5 217 6 0
E5 217 6 -1
C6 217 6 0
C5 265 6 0
F5 265 6 0
F6 265 6 0
E3 24 6 -1
B3 24 6 -1
G4 24 6 0
F3 72 6 0
B3 72 6 -1
D4 72 6 0
A4 72 6 -1
G3 120 6 0
B3 120 6 -1
E4 120 6 -1
G4 120 6 0
G2 169 6 0
E3 169 6 -1
B3 169 6 0
A2 217 6 -1
E3 217 6 -1
C4 217 6 0
A2 265 6 0
F3 265 6 0
E4 265 6 -1
Measure Number: 12
B4 24 6 -1
G5 24 6 0
E6 24 6 -1
C5 88 6 0
G5 76 6 -1
A5 88 6 0
E6 88 6 -1
B4 148 6 -1
F5 148 6 0
B5 148 6 -1
D6 148 6 0
B4 208 6 -1
E5 208 6 0
G5 208 6 0
D6 208 6 -1
A4 269 6 -1
F5 269 6 0
A5 269 6 -1
C6 269 6 0
C5 329 6 0
G5 329 6 0
B5 329 6 -1
E6 329 6 0
B2 24 6 -1
G3 24 6 0
E4 24 6 -1
B2 88 6 -1
G3 76 6 -1
A3 88 6 0
E4 88 6 -1
B2 148 6 -1
F3 148 6 0
B3 148 6 -1
D4 148 6 0
C3 208 6 0
G3 208 6 0
B3 208 6 -1
E4 208 6 0
C3 269 6 0
A3 269 6 -1
F4 269 6 0
C3 329 6 0
G3 329 6 0
C4 329 6 0
G4 329 6 0
Measure Number: 13
C5 102 6 0
A5 102 6 -1
F6 102 6 0
C5 147 6 0
A5 147 6 -1
C6 147 6 0
B4 204 6 0
A5 192 6 -1
B5 204 6 0
C5 248 6 0
A5 248 6 -1
C6 248 6 0
D5 295 6 -1
A5 295 6 -1
D6 295 6 -1
C5 339 6 0
A5 339 6 -1
C6 339 6 0
F2 102 6 0
F3 147 6 0
C4 147 6 0
A4 147 6 -1
F3 204 6 0
C4 204 6 0
A4 204 6 -1
F3 248 6 0
C4 248 6 0
A4 248 6 -1
F3 295 6 0
C4 295 6 0
A4 295 6 -1
F3 339 6 0
C4 339 6 0
A4 339 6 -1
Measure Number: 14
C5 36 6 0
G5 36 6 0
B5 36 6 -1
G6 36 6 0
C5 90 6 0
G5 90 6 0
B5 78 6 -1
C6 90 6 0
B4 157 6 0
G5 157 6 0
B5 145 6 -1
B5 157 6 0
C5 212 6 0
G5 212 6 0
B5 200 6 -1
C6 212 6 0
D5 266 6 -1
G5 266 6 0
B5 266 6 -1
D6 266 6 -1
C5 321 6 0
G5 321 6 0
B5 309 6 -1
C6 321 6 0
E3 36 6 0
B3 24 6 -1
C4 36 6 0
G4 36 6 0
E3 90 6 0
B3 78 6 -1
C4 90 6 0
G4 90 6 0
E3 157 6 0
B3 145 6 -1
C4 157 6 0
G4 157 6 0
E3 212 6 0
B3 200 6 -1
C4 212 6 0
G4 212 6 0
E3 266 6 0
B3 255 6 -1
C4 266 6 0
G4 266 6 0
E3 321 6 0
B3 309 6 -1
C4 321 6 0
G4 321 6 0
Measure Number: 15
C5 24 6 0
A5 24 6 -1
C6 24 6 0
A6 24 6 -1
E5 102 6 -1
B5 102 6 -1
E6 102 6 -1
G6 102 6 0
F5 146 6 0
C6 146 6 0
E6 134 6 -1
F6 146 6 0
E5 204 6 -1
C6 204 6 -1
E6 193 6 -1
F6 204 6 0
D5 248 6 0
B5 248 6 -1
F6 248 6 0
D5 292 6 0
A5 292 6 -1
G6 292 6 0
F3 24 6 0
A3 24 6 -1
C4 24 6 0
A4 24 6 -1
G3 102 6 0
B3 102 6 -1
E4 102 6 -1
B4 102 6 -1
A3 146 6 -1
E4 146 6 -1
C5 146 6 0
A3 204 6 -1
F4 204 6 0
C5 204 6 -1
B3 248 6 -1
F4 248 6 0
B4 248 6 -1
B3 292 6 -1
F4 292 6 0
A4 292 6 -1
Measure Number: 16
E5 24 6 -1
G5 24 6 0
E6 24 6 -1
E5 112 6 -1
G5 112 6 -1
E6 112 6 -1
C5 169 6 -1
G5 169 6 -1
E6 169 6 -1
A4 225 6 -1
F5 225 6 -1
D6 225 6 -1
G4 282 6 -1
E5 282 6 -1
G5 282 6 -1
G4 339 6 -1
D5 339 6 -1
B5 339 6 -1
E4 24 6 -1
G4 24 6 0
E3 112 6 -1
B3 112 6 -1
G4 112 6 -1
E3 169 6 -1
C4 169 6 -1
G4 169 6 -1
F3 225 6 -1
D4 225 6 -1
F4 225 6 -1
G3 282 6 -1
C4 282 6 -1
E4 282 6 -1
G3 339 6 -1
D4 339 6 -1
F4 339 6 -1
Measure Number: 17
G4 118 6 -1
E5 118 6 -1
C6 118 6 -1
G4 158 6 -1
E5 158 6 -1
G5 158 6 -1
F4 198 6 0
E5 186 6 -1
F5 198 6 0
G4 238 6 -1
E5 238 6 -1
G5 238 6 -1
G4 281 6 -1
E5 281 6 -1
A5 281 6 -1
G4 339 6 -1
D5 339 6 -1
B5 339 6 -2
C3 118 6 -1
G3 118 6 -1
E4 118 6 -1
C3 158 6 -1
G3 158 6 -1
E4 158 6 -1
C3 198 6 -1
G3 198 6 -1
E4 198 6 -1
D3 238 6 0
G3 238 6 -1
E4 238 6 -1
A2 281 6 0
G3 281 6 -1
E4 281 6 -1
A2 339 6 0
G3 339 6 -1
D4 339 6 -1
Measure Number: 18
G4 43 6 -1
C5 43 6 0
B5 43 6 -2
G4 78 6 -1
C5 78 6 0
A5 78 6 -1
G4 116 6 -1
C5 116 6 0
G5 116 6 0
G4 151 6 -1
C5 151 6 0
A5 151 6 -1
A4 199 6 -1
G5 199 6 -1
D6 199 6 -1
A4 234 6 -1
G5 234 6 -1
E6 234 6 -1
A2 43 6 -1
G3 43 6 -1
C4 43 6 0
A2 78 6 -1
G3 78 6 -1
C4 78 6 0
A2 116 6 -1
G3 116 6 -1
C4 116 6 0
A2 151 6 -1
G3 151 6 -1
C4 151 6 0
C3 199 6 0
A3 199 6 -1
G4 199 6 -1
C3 234 6 0
A3 234 6 -1
G4 234 6 -1
Measure Number: 19
A4 34 6 -1
F5 34 6 -1
F6 34 6 -1
A4 71 6 -1
F5 71 6 -1
A5 71 6 -1
G4 121 6 0
F5 109 6 -1
G5 121 6 0
A4 158 6 -1
F5 158 6 -1
A5 158 6 -1
A4 201 6 -1
F5 201 6 -1
B5 201 6 -1
A4 244 6 -1
E5 244 6 -1
C6 244 6 -1
D3 34 6 -1
A3 34 6 -1
F4 34 6 -1
D3 71 6 -1
A3 71 6 -1
F4 71 6 -1
D3 121 6 -1
A3 121 6 -1
F4 121 6 -1
D3 158 6 -1
A3 158 6 -1
F4 158 6 -1
C3 201 6 -1
A3 201 6 -1
F4 201 6 -1
C3 244 6 -1
A3 244 6 -1
E4 244 6 -1
Measure Number: 20
A4 34 6 -1
D5 34 6 0
C6 34 6 -1
A4 69 6 -1
D5 69 6 0
B5 69 6 -1
A4 116 6 -1
D5 116 6 0
A5 116 6 0
A4 151 6 -1
D5 151 6 0
B5 151 6 -1
B4 194 6 -1
A5 194 6 -1
E6 194 6 -1
B4 229 6 -1
A5 229 6 -1
F6 229 6 0
B2 34 6 -1
A3 34 6 -1
D4 34 6 0
B2 69 6 -1
A3 69 6 -1
D4 69 6 0
B2 116 6 -1
A3 116 6 -1
D4 116 6 0
B2 151 6 -1
A3 151 6 -1
D4 151 6 0
D3 194 6 0
B3 194 6 -1
F4 194 6 0
D3 229 6 0
B3 229 6 -1
F4 229 6 0
Measure Number: 21
B4 34 6 -1
G5 34 6 -1
G6 34 6 -1
B4 71 6 -1
G5 71 6 -1
B5 71 6 -1
A4 125 6 0
G5 113 6 -1
A5 125 6 0
B4 162 6 -1
G5 162 6 -1
B5 162 6 -1
B4 210 6 -1
F5 210 6 -1
C6 210 6 -1
B4 257 6 -1
F5 257 6 -1
D6 257 6 -1
E3 34 6 -1
B3 34 6 -1
G4 34 6 -1
E3 71 6 -1
B3 71 6 -1
G4 71 6 -1
E3 125 6 -1
B3 125 6 -1
G4 125 6 -1
E3 162 6 -1
B3 162 6 -1
G4 162 6 -1
D3 210 6 -1
B3 210 6 -1
F4 210 6 -1
D3 257 6 -1
B3 257 6 -1
F4 257 6 -1
Measure Number: 22
G4 118 6 -1
E5 118 6 -1
E6 118 6 -1
G4 157 6 -1
E5 157 6 -1
G5 157 6 -1
F4 207 6 0
E5 196 6 -1
F5 207 6 0
G4 245 6 -1
E5 245 6 -1
G5 245 6 -1
G4 283 6 -1
E5 283 6 -1
A5 283 6 -1
G4 329 6 -1
D5 329 6 -1
B5 329 6 -1
C3 118 6 -1
G3 118 6 -1
E4 118 6 -1
C3 157 6 -1
G3 157 6 -1
E4 157 6 -1
C3 207 6 -1
G3 207 6 -1
E4 207 6 -1
C3 245 6 -1
G3 245 6 -1
E4 245 6 -1
B2 283 6 -1
G3 283 6 -1
E4 283 6 -1
B2 329 6 -1
G3 329 6 -1
D4 329 6 -1
Measure Number: 23
E4 34 6 -1
C5 34 6 -1
C6 34 6 -1
E4 70 6 -1
C5 70 6 -1
E5 70 6 -1
D4 120 6 0
C5 108 6 -1
D5 120 6 0
E4 155 6 -1
C5 155 6 -1
E5 155 6 -1
F4 202 6 -1
C5 202 6 -1
F5 202 6 -1
E4 237 6 -1
C5 237 6 -1
E5 237 6 -1
A2 34 6 -1
E3 34 6 -1
C4 34 6 -1
A2 70 6 -1
E3 70 6 -1
C4 70 6 -1
A2 120 6 -1
D3 120 6 0
C4 120 6 -1
A2 155 6 -1
E3 155 6 -1
C4 155 6 -1
A2 202 6 -1
F3 202 6 -1
C4 202 6 -1
A2 237 6 -1
E3 237 6 -1
C4 237 6 -1
Measure Number: 24
E4 39 6 0
C5 39 6 -1
E5 39 6 0
F4 81 6 0
C5 81 6 -1
F5 81 6 0
E4 119 6 0
C5 119 6 -1
E5 119 6 0
F4 157 6 0
C5 157 6 -1
F5 157 6 0
G4 212 6 -1
C5 212 6 0
G5 212 6 -1
E4 255 6 -1
C5 255 6 0
E5 255 6 -1
A2 39 6 -1
E3 39 6 0
C4 39 6 -1
A2 81 6 -1
F3 81 6 0
C4 81 6 -1
A2 119 6 -1
E3 119 6 0
C4 119 6 -1
A2 157 6 -1
F3 157 6 0
C4 157 6 -1
A2 212 6 0
G3 212 6 -1
C4 212 6 0
A2 255 6 0
E3 255 6 -1
C4 255 6 0
Measure Number: 25
D4 16 6 0
B4 16 6 -1
D5 16 6 0
A4 67 6 -1
F5 67 6 0
B5 67 6 -1
A4 112 6 -1
E5 112 6 0
B5 112 6 -1
A4 150 6 -1
F5 150 6 0
B5 150 6 -1
A4 195 6 -1
G5 195 6 0
B5 195 6 -1
A4 233 6 -1
D5 233 6 0
B5 233 6 -1
B1 16 6 -1
B2 16 6 -1
B2 67 6 -1
F3 67 6 0
D4 67 6 0
B2 112 6 -1
F3 112 6 0
D4 112 6 0
B2 150 6 -1
F3 150 6 0
D4 150 6 0
B2 195 6 -1
F3 195 6 0
E4 195 6 -1
B2 233 6 -1
F3 233 6 0
F4 233 6 0
Measure Number: 26
G4 34 6 0
E5 34 6 -1
B5 34 6 -1
A4 80 6 0
E5 80 6 -1
C6 80 6 0
A4 125 6 0
E5 125 6 -1
B5 125 6 0
A4 163 6 0
E5 163 6 -1
C6 163 6 0
A4 208 6 0
E5 208 6 -1
D6 208 6 0
A4 246 6 0
E5 246 6 -1
C6 246 6 0
B2 34 6 -1
G3 34 6 0
E4 34 6 -1
B2 80 6 -1
G3 80 6 -1
E4 80 6 -1
B2 125 6 -1
G3 125 6 -1
E4 125 6 -1
B2 163 6 -1
G3 163 6 -1
E4 163 6 -1
B2 208 6 -1
F3 208 6 0
E4 208 6 -1
B2 246 6 -1
F3 246 6 0
E4 246 6 -1
Measure Number: 27
D5 102 6 0
B5 102 6 -1
F6 102 6 0
A4 148 6 -1
F5 148 6 0
B5 148 6 -1
A4 196 6 -1
E5 196 6 0
B5 196 6 -1
A4 242 6 -1
F5 242 6 0
B5 242 6 -1
A4 288 4 -1
G5 288 4 0
B5 288 4 -1
A4 330 4 -1
A5 318 4 -1
B5 330 4 -1
A4 377 4 -1
D5 377 4 0
B5 377 4 -1
B1 102 6 -1
B2 148 6 -1
F3 148 6 0
D4 148 6 0
B2 196 6 -1
F3 196 6 0
C4 196 6 1
B2 242 6 -1
F3 242 6 0
D4 242 6 0
B2 288 6 -1
F3 288 6 0
E4 288 6 -1
B2 354 6 -1
F3 354 6 0
F4 354 6 0
Measure Number: 28
G4 34 6 0
E5 34 6 -1
B5 34 6 -1
A4 80 6 0
E5 80 6 -1
C6 80 6 0
A4 125 6 0
E5 125 6 -1
B5 125 6 0
A4 165 6 0
E5 165 6 -1
C6 165 6 0
A4 205 6 0
E5 205 6 -1
D6 205 6 0
A4 244 6 0
E5 244 6 -1
C6 244 6 0
B2 34 6 -1
G3 34 6 0
E4 34 6 -1
B2 80 6 -1
G3 80 6 -1
E4 80 6 -1
B2 125 6 -1
G3 125 6 -1
E4 125 6 -1
B2 165 6 -1
G3 165 6 -1
E4 165 6 -1
B2 205 6 -1
F3 205 6 0
E4 205 6 -1
B2 244 6 -1
F3 244 6 0
E4 244 6 -1
Measure Number: 29
D5 24 6 0
B5 24 6 -1
F6 24 6 0
A4 67 6 -1
F5 67 6 0
B5 67 6 -1
A4 115 6 -1
E5 115 6 0
B5 115 6 -1
A4 150 6 -1
F5 150 6 0
B5 150 6 -1
A4 184 6 -1
G5 184 6 0
B5 184 6 -1
A4 219 6 -1
F5 219 6 0
B5 219 6 -1
B1 24 6 -1
B2 67 6 -1
F3 67 6 0
D4 67 6 0
B2 115 6 -1
F3 115 6 0
C4 115 6 1
B2 150 6 -1
F3 150 6 0
D4 150 6 0
B2 184 6 -1
F3 184 6 0
E4 184 6 -1
B2 219 6 -1
F3 219 6 0
D4 219 6 0
Measure Number: 30
A4 44 6 0
G5 44 6 -1
C6 44 6 -1
A4 79 6 0
G5 79 6 -1
C6 79 6 -1
A4 124 6 0
F5 124 6 0
C6 124 6 -1
A4 159 6 0
G5 159 6 -1
C6 159 6 -1
A4 205 6 0
A5 205 6 -1
C6 205 6 -1
A4 240 6 0
G5 240 6 -1
C6 240 6 -1
B2 44 6 -1
G3 44 6 -1
E4 44 6 -1
B2 79 6 -1
G3 79 6 -1
E4 79 6 -1
B2 124 6 -1
G3 124 6 -1
D4 124 6 0
B2 159 6 -1
G3 159 6 -1
E4 159 6 -1
B2 205 6 -1
G3 205 6 -1
F4 205 6 0
B2 240 6 -1
G3 240 6 -1
E4 240 6 -1
Measure Number: 31
B4 42 6 -1
G5 42 6 0
C6 42 6 0
B4 73 6 -1
G5 73 6 0
C6 73 6 0
B4 121 6 -1
F5 121 6 1
C6 121 6 0
B4 153 6 -1
G5 153 6 0
C6 153 6 0
B4 198 6 -1
A5 198 6 0
C6 198 6 0
B4 229 6 -1
G5 229 6 0
C6 229 6 0
B2 42 6 -1
G3 42 6 0
E4 42 6 0
B2 73 6 -1
G3 73 6 0
E4 73 6 0
B2 121 6 -1
G3 121 6 0
D4 121 6 1
B2 153 6 -1
G3 153 6 0
E4 153 6 0
B2 198 6 -1
G3 198 6 0
F4 198 6 0
B2 229 6 -1
G3 229 6 0
E4 229 6 0
Measure Number: 32
C5 118 6 0
F5 118 6 0
A5 118 6 0
C6 118 6 0
D5 170 6 0
A5 170 6 -1
F6 170 6 0
C5 221 6 1
A5 221 6 -1
E6 221 6 0
D5 273 6 0
A5 273 6 -1
F6 273 6 0
D5 325 6 0
C6 325 6 0
A6 325 6 -1
D5 377 6 0
B5 377 6 -1
G6 377 6 0
C3 118 6 0
F3 118 6 0
A3 118 6 0
E4 118 6 -1
B2 170 6 -1
F3 170 6 0
A3 170 6 -1
D4 170 6 0
B2 221 6 -1
F3 221 6 0
A3 221 6 -1
D4 221 6 0
B2 273 6 -1
F3 273 6 0
A3 273 6 -1
D4 273 6 0
B2 325 6 -1
F3 325 6 0
A3 325 6 -1
D4 325 6 0
B2 377 6 -1
F3 377 6 0
A3 377 6 -1
D4 377 6 0
Measure Number: 33
B4 24 6 -1
G5 24 6 0
E6 24 6 -1
B4 77 6 -1
G5 77 6 0
B5 77 6 -1
B4 131 6 -1
G5 119 6 0
A5 131 6 0
B4 184 6 -1
G5 184 6 0
B5 184 6 -1
D6 221 0 0
B4 237 6 -1
G5 237 6 0
C6 237 6 0
B4 290 6 -1
G5 290 6 0
B5 290 6 -1
E2 24 6 -1
E3 77 6 -1
B3 77 6 -1
G4 77 6 0
E3 131 6 -1
B3 131 6 -1
G4 131 6 0
E3 184 6 -1
B3 184 6 -1
G4 184 6 0
E3 237 6 -1
B3 237 6 -1
G4 237 6 0
E3 290 6 -1
B3 290 6 -1
G4 290 6 0
Measure Number: 34
B4 24 6 -1
A5 24 6 -1
F6 24 6 0
B4 88 6 -1
A5 76 6 -1
B5 88 6 -1
B4 155 6 -1
A5 143 6 -1
A5 155 6 0
B4 218 6 -1
A5 207 6 -1
B5 218 6 -1
D6 266 0 0
B4 282 6 -1
A5 282 6 -1
C6 282 6 0
B4 345 6 -1
A5 334 6 -1
B5 345 6 -1
D3 24 6 0
B3 24 6 -1
A4 24 6 -1
D3 88 6 0
B3 88 6 -1
A4 88 6 -1
D3 155 6 0
B3 155 6 -1
A4 155 6 -1
D3 218 6 0
B3 218 6 -1
A4 218 6 -1
D3 282 6 0
B3 282 6 -1
A4 282 6 -1
D3 345 6 0
B3 345 6 -1
A4 345 6 -1
Measure Number: 35
B4 24 6 -1
G5 24 6 0
B5 24 6 -1
G6 24 6 0
B4 72 6 -1
D5 72 6 0
B5 72 6 -1
D6 72 6 0
B4 119 6 -1
E5 119 6 -1
B5 119 6 -1
E6 119 6 -1
B4 167 6 0
E5 167 6 -1
D6 167 6 0
C5 214 6 0
E5 214 6 -1
C6 214 6 0
C5 262 6 0
F5 262 6 0
F6 262 6 0
E3 24 6 -1
B3 24 6 -1
G4 24 6 0
F3 72 6 0
B3 72 6 -1
D4 72 6 0
A4 72 6 -1
G3 119 6 0
B3 119 6 -1
E4 119 6 -1
G4 119 6 0
G2 167 6 0
E3 167 6 -1
B3 167 6 0
A2 214 6 -1
E3 214 6 -1
C4 214 6 0
A2 262 6 0
F3 262 6 0
E4 262 6 -1
Measure Number: 36
B4 102 6 -1
G5 102 6 0
E6 102 6 -1
C5 166 6 0
G5 154 6 -1
A5 166 6 0
E6 166 6 -1
B4 218 6 -1
F5 218 6 0
B5 218 6 -1
D6 218 6 0
B4 272 6 -1
E5 272 6 0
G5 272 6 0
D6 272 6 -1
A4 323 6 -1
F5 323 6 0
A5 323 6 -1
C6 323 6 0
C5 375 6 0
G5 375 6 0
B5 375 6 -1
E6 375 6 0
B2 102 6 -1
G3 102 6 0
E4 102 6 -1
B2 166 6 -1
G3 154 6 -1
A3 166 6 0
E4 166 6 -1
B2 218 6 -1
F3 218 6 0
B3 218 6 -1
D4 218 6 0
C3 272 6 0
G3 272 6 0
B3 272 6 -1
E4 272 6 0
C3 323 6 0
A3 323 6 -1
F4 323 6 0
C3 375 6 0
G3 375 6 0
C4 375 6 0
G4 375 6 0
Measure Number: 37
C5 24 6 0
A5 24 6 -1
F6 24 6 0
C5 70 6 0
A5 70 6 -1
C6 70 6 0
B4 127 6 0
A5 115 6 -1
B5 127 6 0
C5 173 6 0
A5 173 6 -1
C6 173 6 0
E6 204 0 -1
D5 236 6 -1
A5 236 6 -1
D6 236 6 -1
C5 282 6 0
A5 282 6 -1
C6 282 6 0
F2 24 6 0
F3 70 6 0
C4 70 6 0
A4 70 6 -1
F3 127 6 0
C4 127 6 0
A4 127 6 -1
F3 173 6 0
C4 173 6 0
A4 173 6 -1
F3 236 6 0
C4 236 6 0
A4 236 6 -1
F3 282 6 0
C4 282 6 0
A4 282 6 -1
Measure Number: 38
C5 36 6 0
G5 36 6 0
B5 36 6 -1
G6 36 6 0
C5 93 6 0
G5 93 6 0
B5 81 6 -1
C6 93 6 0
B4 161 6 0
G5 161 6 0
B5 149 6 -1
B5 161 6 0
C5 218 6 0
G5 218 6 0
B5 207 6 -1
C6 218 6 0
