Measure Number: 0
A4 16 12 0
D4 188 8 1
G4 188 8 1
D4 295 4 1
F4 295 4 1
C4 16 2 1
D4 43 2 1
B3 76 2 1
D4 103 2 1
C4 130 2 1
F3 156 2 1
B3 188 2 0
C4 215 2 1
A3 241 2 0
C4 268 2 1
B3 295 2 0
F3 322 2 1
B1 16 12 0
B2 16 12 0
B2 188 8 0
B2 295 4 0
Measure Number: 24
D4 16 8 1
F4 16 8 1
E4 122 4 0
G4 122 4 1
E4 175 12 0
G4 175 12 1
B3 16 2 0
C4 42 2 1
A3 69 2 0
C4 95 2 1
B3 122 2 0
G3 148 2 1
B3 175 2 0
C4 201 2 1
A3 227 2 0
C4 254 2 1
B3 280 2 0
G3 307 2 1
E2 16 24 0
B2 16 24 0
Measure Number: 25
F4 24 12 1
G4 36 12 1
E4 215 8 0
G4 215 8 1
E4 325 4 0
G4 325 4 1
D4 24 2 1
E4 60 2 0
C4 94 2 2
E4 120 2 0
D4 146 2 1
G3 171 2 1
C4 215 2 1
D4 241 2 1
B3 274 2 1
D4 299 2 1
C4 325 2 1
G3 352 2 1
B1 24 12 1
B2 24 12 1
C2 215 12 1
C3 215 12 1
Measure Number: 26
G4 111 12 1
C5 111 12 1
G4 302 8 1
B4 302 8 1
rest 4
D4 111 2 1
E4 142 2 0
C4 176 2 2
E4 208 2 0
D4 239 2 1
G3 270 2 1
D4 302 2 1
E4 333 2 0
C4 364 2 2
E4 396 2 0
D4 427 2 1
G3 459 2 1
G2 111 24 1
Measure Number: 27
F4 24 12 1
G4 36 12 1
E4 262 8 0
G4 262 8 1
E4 418 4 0
G4 418 4 1
D4 24 2 1
E4 63 2 0
C4 102 2 2
E4 141 2 0
D4 180 2 1
G3 219 2 1
C4 262 2 1
D4 301 2 1
B3 340 2 1
D4 379 2 1
C4 418 2 1
G3 457 2 1
B1 24 12 1
B2 24 12 1
C2 262 12 1
C3 262 12 1
Measure Number: 28
B4 20 12 1
E5 20 12 0
B4 209 12 1
D5 209 12 1
G4 20 2 1
A4 52 2 0
F4 83 2 2
A4 115 2 0
G4 146 2 1
D4 178 2 1
G4 209 2 1
A4 241 2 0
F4 272 2 2
A4 304 2 0
G4 335 2 1
D4 367 2 1
G1 20 24 1
G2 20 24 1
Measure Number: 29
G4 142 12 -1
A4 154 12 -1
A4 317 8 -1
C5 317 8 -1
A4 412 4 -1
C5 412 4 -1
E4 142 2 -1
F4 191 2 -1
D4 217 2 0
F4 240 2 -1
E4 262 2 -1
A3 285 2 -1
F4 317 2 0
G4 340 2 -1
E4 366 2 0
G4 389 2 -1
F4 412 2 0
C4 454 2 -1
C2 142 12 0
C3 142 12 0
E2 317 12 -1
E3 317 12 -1
Measure Number: 30
A4 21 8 -1
C5 21 8 -1
A4 114 4 -1
B4 126 4 -1
B4 173 8 -1
D5 173 8 -1
B4 269 4 -1
D5 269 4 -1
F4 21 2 0
G4 43 2 -1
E4 70 2 0
G4 92 2 -1
F4 114 2 0
B3 141 2 -1
G4 173 2 0
A4 195 2 -1
F4 224 2 1
A4 246 2 -1
G4 269 2 0
D4 308 2 -1
D2 21 12 0
D3 21 12 0
F2 173 12 0
F3 173 12 0
Measure Number: 31
B4 21 8 -1
D5 21 8 -1
B4 115 4 -1
C5 127 4 0
C5 189 8 0
E5 189 8 -1
C5 275 4 0
E5 275 4 -1
G4 21 2 0
A4 40 2 -1
F4 69 2 1
A4 88 2 -1
G4 115 2 0
C4 157 2 0
A4 189 2 0
B4 208 2 -1
G4 237 2 1
B4 256 2 -1
A4 275 2 0
E4 315 2 -1
E2 21 12 0
E3 21 12 0
G2 189 8 0
G3 189 8 0
G2 275 4 -1
G3 275 4 -1
Measure Number: 32
C5 27 12 0
G5 27 12 -1
C5 173 12 0
F5 173 12 0
A4 27 2 0
B4 51 2 -1
G4 80 2 1
B4 99 2 -1
A4 117 2 0
G4 155 2 -1
A4 173 2 0
B4 197 2 -1
G4 236 2 1
B4 255 2 -1
A4 274 2 0
G4 301 2 -1
E2 27 24 -1
E3 27 24 -1
Measure Number: 33
A4 149 12 -1
B4 161 12 -1
A4 334 8 -1
B4 346 8 -1
G4 452 4 0
B4 452 4 -1
F4 149 2 0
G4 197 2 -1
E4 225 2 0
G4 252 2 -1
F4 279 2 0
B3 307 2 -1
F4 334 2 -1
G4 362 2 -1
E4 390 2 -1
G4 417 2 -1
E4 452 2 0
B3 480 2 -1
D2 149 12 0
D3 149 12 0
D2 334 12 -1
D3 334 12 -1
Measure Number: 34
G4 27 12 0
B4 27 12 -1
G4 180 12 -1
A4 192 12 0
E4 27 2 0
F4 51 2 0
D4 77 2 0
F4 96 2 0
E4 114 2 0
B3 133 2 -1
E4 180 2 -1
F4 216 2 0
D4 234 2 0
F4 253 2 0
E4 272 2 -1
A3 302 2 0
C2 27 24 0
C3 27 24 0
Measure Number: 35
G4 22 12 -1
A4 34 12 0
F4 181 8 0
A4 181 8 -1
F4 264 4 0
A4 264 4 -1
E4 22 2 -1
F4 58 2 0
D4 85 2 0
F4 101 2 0
E4 117 2 -1
A3 147 2 0
D4 181 2 -1
E4 197 2 -1
C4 230 2 1
E4 248 2 -1
D4 264 2 -1
A3 307 2 -1
C2 22 24 -1
C3 22 24 -1
Measure Number: 36
F4 29 12 -1
A4 29 12 -1
F4 172 12 0
G4 184 12 0
D4 29 2 -1
E4 53 2 -1
C4 83 2 0
E4 102 2 -1
D4 118 2 -1
A3 137 2 -1
D4 172 2 -1
E4 208 2 -1
C4 224 2 0
E4 243 2 -1
D4 259 2 -1
G3 289 2 0
B1 29 24 -1
B2 29 24 -1
Measure Number: 37
E4 159 12 0
G4 159 12 0
E4 323 8 0
G4 323 8 0
E4 416 4 0
G4 416 4 0
C4 159 2 1
D4 196 2 1
B3 227 2 1
D4 246 2 1
C4 266 2 1
G3 294 2 0
C4 323 2 0
D4 349 2 0
B3 377 2 0
D4 397 2 0
C4 416 2 0
G3 441 2 0
A1 159 24 0
A2 159 24 0
Measure Number: 38
D4 32 12 1
G4 32 12 0
D4 203 8 1
F4 203 8 1
rest 4
B3 32 2 0
C4 69 2 0
A3 101 2 1
C4 123 2 0
B3 144 2 0
F3 175 2 1
B3 203 2 0
C4 225 2 0
A3 246 2 1
C4 268 2 0
B3 290 2 0
F3 312 2 1
A1 32 24 0
A2 32 24 0
Measure Number: 39
D4 33 12 0
G4 33 12 -1
D4 198 8 0
F4 198 8 0
D4 292 4 -1
F4 292 4 0
B3 33 2 -1
C4 71 2 -1
A3 100 2 0
C4 123 2 -1
B3 145 2 -1
F3 173 2 0
B3 198 2 -1
C4 220 2 -1
A3 243 2 0
C4 265 2 -1
B3 292 2 -1
F3 317 2 0
B1 33 24 -1
B2 33 24 -1
Measure Number: 40
C4 30 12 0
F4 30 12 0
D4 175 12 0
F4 175 12 0
A3 30 2 0
B3 52 2 -1
G3 83 2 1
B3 105 2 -1
A3 127 2 0
F3 149 2 0
B3 175 2 -1
C4 213 2 -1
A3 243 2 0
C4 265 2 -1
B3 287 2 -1
F3 309 2 0
B1 30 24 -1
B2 30 24 -1
Measure Number: 41
G4 129 12 -1
G4 290 8 -1
F4 397 2 0
E4 423 2 -1
B3 129 2 -1
C4 156 2 -1
A3 183 2 0
C4 210 2 -1
B3 237 2 -1
G3 263 2 -1
B3 290 2 -1
C4 317 2 -1
A3 343 2 0
C4 370 2 -1
B3 397 2 -1
E4 423 2 -1
E3 129 24 -1
Measure Number: 42
B4 16 12 -1
A4 192 12 -1
E4 16 16 -1
E4 251 6 -1
F4 339 2 0
C4 16 2 -1
D4 45 2 -1
B3 75 2 -1
D4 104 2 -1
C4 133 2 -1
A3 163 2 -1
C4 192 2 -1
D4 221 2 -1
B3 251 2 -1
D4 280 2 -1
C4 309 2 -1
A3 339 2 -1
F3 16 24 0
Measure Number: 43
C5 18 12 -1
C5 169 8 -1
B4 269 2 -1
F4 294 2 0
F4 18 24 0
A3 18 2 -1
B3 43 2 -1
G3 69 2 0
B3 94 2 -1
A3 119 2 -1
F3 144 2 0
A3 169 2 -1
B3 194 2 -1
G3 219 2 0
B3 244 2 -1
A3 269 2 -1
F4 294 2 0
D3 18 24 0
Measure Number: 44
B4 28 24 -1
F4 28 16 -1
F4 242 6 -1
E4 321 2 -1
G3 28 2 0
A3 54 2 -1
F3 84 2 1
A3 110 2 -1
G3 136 2 0
E3 163 2 0
G3 189 2 0
A3 216 2 -1
F3 242 2 1
A3 268 2 -1
G3 295 2 0
E4 321 2 -1
D3 28 24 -1
G3 295 4 0
Measure Number: 45
E5 140 12 -1
E5 293 4 -1
D5 338 2 -1
C5 360 2 -1
A4 383 2 -1
E4 406 2 -1
E4 140 24 -1
G3 140 2 0
A3 164 2 -1
F3 193 2 1
A3 216 2 -1
G3 242 2 0
E3 270 2 -1
A3 293 2 -1
B3 315 2 -1
G3 338 2 0
B3 360 2 -1
A3 383 2 -1
E4 406 2 -1
C3 140 24 -1
A3 383 4 -1
Measure Number: 46
G4 28 8 -1
G4 123 2 -1
F4 146 2 0
E4 174 12 -1
D4 28 12 0
E4 174 12 -1
A3 28 2 -1
B3 52 2 -1
G3 78 2 0
B3 101 2 -1
A3 123 2 -1
F3 146 2 0
G3 174 2 -1
A3 198 2 -1
F3 220 2 0
A3 243 2 -1
G3 265 2 -1
E3 288 2 -1
B2 28 12 -1
C3 174 12 -1
Measure Number: 47
C4 19 12 -1
F4 19 12 -1
D4 182 8 0
D4 299 3 0
E4 342 1 -1
B3 182 12 -1
A3 19 2 -1
B3 46 2 -1
G3 76 2 0
B3 102 2 -1
A3 129 2 -1
F3 156 2 -1
F3 182 2 0
G3 219 2 -1
E3 246 2 0
G3 272 2 -1
F3 299 2 0
B2 326 2 -1
A2 19 12 -1
B2 182 12 -1
Measure Number: 48
C4 19 12 -1
F4 19 12 -1
D4 182 8 0
D4 299 3 0
E4 342 1 -1
B3 182 12 -1
A3 19 2 -1
B3 46 2 -1
G3 76 2 0
B3 102 2 -1
A3 129 2 -1
F3 156 2 -1
F3 182 2 0
G3 219 2 -1
E3 246 2 0
G3 272 2 -1
F3 299 2 0
B2 326 2 -1
A2 19 12 -1
B2 182 12 -1
Measure Number: 49
C4 140 12 -1
F4 140 12 -1
C4 304 4 1
E4 304 4 0
C5 304 4 1
E4 357 4 0
G4 357 4 1
E4 417 4 0
A4 417 4 0
A3 140 2 -1
B3 166 2 -1
G3 196 2 0
B3 223 2 -1
A3 250 2 -1
F3 277 2 -1
A3 304 2 0
E3 331 2 0
B3 357 2 0
E3 384 2 0
C4 417 2 1
E3 444 2 0
A2 140 12 -1
A2 304 4 0
B2 357 4 0
C3 417 4 1
Measure Number: 50
A4 24 2 -1
G4 61 2 -1
F4 88 8 -1
E4 199 8 -1
B3 318 4 -1
D4 318 4 0
C4 24 12 -1
C4 199 2 -1
B3 227 2 -1
A3 259 2 0
B3 286 2 -1
F3 318 2 0
G3 345 2 -1
F3 24 2 -1
F3 61 2 -1
E3 88 2 -1
F3 116 2 -1
G3 144 2 -1
A3 172 2 -1
B2 199 12 -1
A2 24 12 -1
Measure Number: 51
E4 16 24 -1
G3 16 8 -1
B2 16 2 -1
C3 53 2 -1
B2 72 2 -1
D3 99 2 0
E3 118 2 -1
F3 138 2 0
G3 157 2 -1
C3 177 2 -1
B2 196 2 -1
D3 216 2 0
E3 235 2 -1
F3 255 2 0
E2 16 24 -1
Measure Number: 52
E4 16 24 -1
G3 16 2 -1
C3 40 2 -1
B2 60 2 -1
D3 87 2 0
E3 107 2 -1
F3 127 2 0
G3 147 2 -1
C3 167 2 -1
B2 193 2 -1
D3 213 2 0
E3 233 2 -1
F3 253 2 0
E2 16 24 -1
B2 193 8 -1
Measure Number: 53
E4 21 24 -1
G3 21 24 0
B2 21 24 -1
E2 21 24 -1
