Measure Number: 0
G5 13 2 0
A5 24 2 0
G5 63 2 0
E6 63 2 0
E5 101 2 0
A5 101 2 0
E5 139 2 0
C6 139 2 1
F5 177 2 0
A5 177 2 0
F5 215 2 0
D6 215 2 0
F5 253 2 0
A5 253 2 0
F5 291 2 0
D6 291 2 0
F5 329 2 0
A5 329 2 0
F5 368 2 0
D6 368 2 0
F5 406 2 0
A5 406 2 -1
F5 444 2 0
D6 444 2 0
D2 24 4 0
A4 101 2 0
A3 139 2 0
D3 177 4 0
F4 253 8 0
C4 406 4 0
Measure Number: 19
F5 60 2 0
G5 72 2 0
F5 112 2 0
D6 112 2 0
F5 140 2 0
G5 152 2 0
F5 192 2 0
D6 192 2 0
F5 220 2 0
G5 232 2 0
F5 272 2 0
D6 272 2 0
F5 301 2 0
G5 312 2 0
F5 353 2 0
D6 353 2 0
F5 381 2 0
G5 393 2 0
F5 433 2 0
E6 433 2 0
F5 461 2 0
G5 473 2 0
F5 513 2 0
D6 513 2 0
G2 72 4 0
B3 152 2 0
D3 192 2 0
G2 232 4 0
G1 312 4 0
B3 393 2 0
D3 433 2 0
G2 473 4 0
Measure Number: 20
F5 13 2 0
G5 24 2 0
F5 60 2 0
D6 60 2 0
D5 97 2 0
G5 97 2 0
D5 133 2 0
B5 133 2 0
E5 169 2 0
G5 169 2 0
E5 205 2 0
C6 205 2 0
E5 241 2 0
G5 241 2 0
E5 277 2 0
C6 277 2 0
E5 313 2 0
G5 313 2 0
E5 349 2 0
C6 349 2 0
D5 385 2 0
G5 385 2 0
D5 421 2 0
B5 421 2 0
C2 24 4 0
G4 97 2 0
G3 133 2 0
C3 169 4 0
E4 241 8 0
A3 385 4 0
Measure Number: 21
C5 13 2 0
D5 24 2 0
C5 63 2 0
A5 63 2 0
C5 89 2 0
D5 101 2 0
C5 139 2 0
A5 139 2 0
C5 165 2 0
D5 177 2 0
C5 215 2 0
A5 215 2 0
C5 241 2 0
D5 253 2 0
C5 291 2 0
A5 291 2 0
C5 318 2 0
D5 330 2 0
C5 368 2 0
B5 368 2 0
C5 394 2 0
D5 406 2 0
C5 444 2 0
A5 444 2 0
D2 24 4 0
F4 101 2 1
A3 139 2 0
D3 177 4 0
D2 253 4 0
F4 330 2 1
A3 368 2 0
D3 406 4 0
Measure Number: 22
B4 61 2 0
D5 61 2 0
B4 99 2 0
E5 99 2 -1
B4 137 2 0
D5 137 2 0
B4 175 2 0
E5 175 2 0
B4 213 2 0
D5 213 2 0
B4 251 2 0
F5 251 2 0
B4 289 2 0
D5 289 2 0
B4 328 2 0
F5 328 2 1
B4 366 2 0
D5 366 2 0
B4 404 2 0
G5 404 2 0
B4 442 2 0
D5 442 2 0
B4 480 2 0
G5 480 2 1
G2 61 6 0
D3 175 2 0
G3 213 2 0
A3 251 2 0
B3 289 6 0
A3 404 2 0
G3 442 2 0
D3 480 2 0
Measure Number: 23
C5 13 2 0
D5 24 2 0
C5 63 2 0
A5 63 2 0
C5 90 2 0
D5 102 2 0
C5 141 2 0
A5 141 2 0
C5 167 2 0
D5 179 2 0
C5 218 2 0
A5 218 2 0
C5 245 2 0
D5 257 2 0
C5 296 2 0
A5 296 2 0
C5 322 2 0
D5 334 2 0
C5 373 2 0
B5 373 2 0
C5 400 2 0
D5 412 2 0
C5 451 2 0
A5 451 2 0
D2 24 4 0
F4 102 2 1
A3 141 2 0
D3 179 4 0
D2 257 4 0
F4 334 2 1
A3 373 2 0
D3 412 4 0
Measure Number: 24
B4 16 2 0
D5 16 2 0
B4 55 2 0
G5 55 2 0
C5 94 2 0
E5 94 2 -1
C5 133 2 0
A5 133 2 -1
A4 172 2 -1
C5 172 2 0
A4 212 2 -1
F5 212 2 0
F4 251 2 0
A4 251 2 -1
F4 290 2 0
D5 290 2 0
F4 329 2 0
A4 329 2 -1
F4 368 2 0
D5 368 2 0
E4 407 2 -1
A4 407 2 0
E4 446 2 -1
C5 446 2 0
G3 16 4 0
B3 16 4 0
G4 16 4 0
F3 94 4 0
C4 94 4 0
E4 94 4 -1
A4 94 4 -1
rest 4
rest 4
F2 329 4 0
F3 329 4 0
F2 407 4 1
F3 407 4 1
Measure Number: 25
D4 61 2 0
G4 61 2 0
D4 102 2 0
B4 102 2 0
C4 142 2 0
E4 142 2 -1
C4 183 2 0
A4 183 2 -1
A3 224 2 -1
C4 224 2 0
A3 265 2 -1
F4 265 2 0
F3 328 2 0
A3 328 2 -1
F3 369 2 0
D4 369 2 0
F3 409 2 0
A3 409 2 -1
F3 450 2 0
D4 450 2 0
E3 491 2 -1
A3 491 2 0
E3 532 2 -1
C4 532 2 0
G2 61 4 0
G3 61 4 0
F2 142 4 0
C3 142 4 0
E3 142 4 -1
A3 142 4 -1
rest 4
rest 4
F1 409 4 0
F2 409 4 0
F1 491 4 1
F2 491 4 1
Measure Number: 26
D3 16 2 0
G3 16 2 0
D3 51 2 0
B3 51 2 0
F3 87 2 0
A3 87 2 0
F3 122 2 0
D4 122 2 0
E3 157 2 0
G3 157 2 0
E3 192 2 0
C4 192 2 0
G3 228 2 0
B3 228 2 0
G3 263 2 0
E4 263 2 0
F3 298 2 0
A3 298 2 0
F3 334 2 0
D4 334 2 0
A3 369 2 0
C4 369 2 0
A3 404 2 0
F4 404 2 0
G1 16 24 0
G2 16 24 0
Measure Number: 27
G3 16 2 0
B3 16 2 0
G3 54 2 0
E4 54 2 0
B3 92 2 0
D4 92 2 0
B3 129 2 0
G4 129 2 0
A3 167 2 0
C4 167 2 0
A3 205 2 0
F4 205 2 0
C4 243 2 0
E4 243 2 0
C4 280 2 0
A4 280 2 0
B3 318 2 0
D4 318 2 0
B3 356 2 0
G4 356 2 0
D4 394 2 0
F4 394 2 0
D4 432 2 0
B4 432 2 0
G1 16 24 0
G2 16 24 0
Measure Number: 28
C4 63 2 0
E4 63 2 0
C4 100 2 0
A4 100 2 0
D4 137 2 0
F4 137 2 0
D4 174 2 0
B4 174 2 0
E4 210 2 0
G4 210 2 0
E4 247 2 0
C5 247 2 0
F4 284 2 0
A4 284 2 0
F4 321 2 0
D5 321 2 0
G4 358 2 0
B4 358 2 0
G4 394 2 0
E5 394 2 0
A4 431 2 0
C5 431 2 0
A4 468 2 0
F5 468 2 0
G1 63 24 0
G2 63 24 0
Measure Number: 29
B4 16 2 0
D5 16 2 0
B4 58 2 0
G5 58 2 0
C5 87 2 0
D5 99 2 0
C5 141 2 0
A5 141 2 0
C5 170 2 0
D5 182 2 0
C5 224 2 0
A5 224 2 0
C5 253 2 0
D5 265 2 0
C5 307 2 0
A5 307 2 0
C5 336 2 0
D5 348 2 0
C5 390 2 0
A5 390 2 0
C5 419 2 0
D5 431 2 0
C5 473 2 0
A5 473 2 0
G1 16 4 0
G2 16 4 0
F4 99 8 1
F4 265 4 1
E4 348 4 0
F4 431 4 1
Measure Number: 30
B4 16 2 0
D5 16 2 0
B4 54 2 0
G5 54 2 0
B4 92 2 0
D5 92 2 0
B4 130 2 0
G5 130 2 0
B4 169 2 0
D5 169 2 0
B4 207 2 0
G5 207 2 0
B4 245 2 -1
D5 245 2 0
B4 283 2 -1
G5 283 2 0
B4 321 2 -1
D5 321 2 0
B4 359 2 -1
G5 359 2 0
B4 385 2 -1
C5 397 2 0
B4 435 2 -1
G5 435 2 0
G4 16 12 0
G4 245 4 0
D4 321 4 0
E4 397 4 0
Measure Number: 31
A4 61 2 0
C5 61 2 0
A4 95 2 0
F5 95 2 0
A4 129 2 0
C5 129 2 0
A4 163 2 0
F5 163 2 0
A4 197 2 0
C5 197 2 0
A4 231 2 0
F5 231 2 0
A4 266 2 0
C5 266 2 0
A4 300 2 0
F5 300 2 0
A4 334 2 0
C5 334 2 0
A4 368 2 0
F5 368 2 0
A4 394 2 0
B4 406 2 0
A4 440 2 0
F5 440 2 0
F4 61 12 0
F4 266 4 0
C4 334 4 0
D4 406 4 0
Measure Number: 32
G4 20 2 1
B4 20 2 0
G4 59 2 1
E5 59 2 0
G4 97 2 0
B4 97 2 0
G4 135 2 0
E5 135 2 0
G4 161 2 0
A4 173 2 0
G4 211 2 0
E5 211 2 0
F4 249 2 1
A4 249 2 0
F4 287 2 1
D5 287 2 0
F4 325 2 0
A4 325 2 0
F4 363 2 0
D5 363 2 0
F4 401 2 0
G4 413 2 0
F4 440 2 0
D5 440 2 0
E4 20 4 0
B3 97 4 0
C4 173 4 1
D4 249 4 0
A3 325 4 0
B3 401 4 0
Measure Number: 33
E4 21 2 0
G4 21 2 0
E4 64 2 0
C5 64 2 0
E4 108 2 -1
A4 108 2 -1
E4 151 2 -1
C5 151 2 0
D4 194 2 1
A4 194 2 0
D4 237 2 1
C5 237 2 0
E4 281 2 0
G4 281 2 0
E4 324 2 0
C5 324 2 0
E4 367 2 -1
F4 379 2 1
E4 411 2 -1
C5 411 2 0
D4 454 2 0
F4 454 2 0
D4 497 2 0
B4 497 2 0
C4 21 4 0
A3 108 4 -1
F3 194 4 1
G3 281 4 0
G2 367 4 0
G3 454 4 0
G3 281 8 0
Measure Number: 34
E4 72 2 0
G4 72 2 0
E4 111 2 0
C5 111 2 0
F4 151 2 0
A4 151 2 -1
F4 191 2 0
D5 191 2 0
D4 230 2 0
F4 230 2 0
D4 270 2 0
B4 270 2 0
B3 310 2 0
D4 310 2 0
B3 349 2 0
G4 349 2 0
C4 389 2 0
E4 389 2 -1
C4 429 2 0
A4 429 2 0
D4 468 2 0
A4 468 2 -1
D4 508 2 0
B4 508 2 0
rest 4
A3 151 8 -1
G3 310 4 0
F3 389 4 1
F3 468 4 0
C2 53 0 0
C3 72 24 0
Measure Number: 35
E4 16 2 0
G4 16 2 0
E4 56 2 0
C5 56 2 0
F4 95 2 0
A4 95 2 -1
F4 135 2 0
D5 135 2 0
D4 175 2 0
F4 175 2 0
D4 214 2 0
B4 214 2 0
B3 254 2 0
D4 254 2 0
B3 294 2 0
G4 294 2 0
C4 333 2 0
E4 333 2 -1
C4 373 2 0
A4 373 2 0
D4 412 2 0
A4 412 2 -1
D4 452 2 0
B4 452 2 0
C2 16 4 0
A3 175 4 -1
G3 254 4 0
F3 333 4 1
F3 412 4 0
C3 95 16 0
Measure Number: 36
E4 18 2 0
G4 18 2 0
E4 54 2 0
C5 54 2 0
F4 90 2 0
B4 90 2 0
F4 126 2 0
D5 126 2 0
G4 163 2 0
B4 163 2 -1
G4 199 2 0
E5 199 2 0
B4 235 2 -1
E5 235 2 0
B4 272 2 -1
G5 272 2 0
A4 308 2 0
D5 308 2 0
A4 344 2 0
F5 344 2 0
G4 369 2 0
A4 381 2 0
G4 417 2 0
E5 417 2 0
E3 18 4 0
D3 90 4 0
C3 163 4 1
C3 235 4 1
C4 235 4 1
D3 308 4 0
D4 308 4 0
E3 381 4 0
C4 381 4 1
Measure Number: 37
G4 77 2 0
A4 89 2 0
G4 117 2 0
E5 117 2 0
F4 156 2 0
A4 156 2 0
F4 196 2 0
D5 196 2 0
E4 236 2 -1
A4 236 2 0
E4 276 2 -1
C5 276 2 0
E4 316 2 0
G4 316 2 0
E4 356 2 0
C5 356 2 0
E4 396 2 -1
F4 408 2 1
E4 436 2 -1
C5 436 2 0
D4 476 2 0
F4 476 2 0
D4 515 2 0
B4 515 2 0
E3 77 4 0
C4 77 4 1
F3 156 4 0
D4 156 4 0
F3 236 4 1
G3 316 4 0
G2 396 4 0
G3 476 4 0
Measure Number: 38
E4 18 2 0
G4 18 2 0
E4 55 2 0
C5 55 2 0
F4 93 2 0
A4 93 2 -1
F4 130 2 0
D5 130 2 0
D4 168 2 0
F4 168 2 0
D4 205 2 0
B4 205 2 0
B3 243 2 0
D4 243 2 0
B3 281 2 0
G4 281 2 0
C4 318 2 0
E4 318 2 -1
C4 356 2 0
A4 356 2 0
D4 393 2 0
A4 393 2 -1
D4 431 2 0
B4 431 2 0
C2 18 4 0
A3 168 4 -1
G3 243 4 0
F3 318 4 1
F3 393 4 0
C3 93 16 0
Measure Number: 39
E4 18 2 0
G4 18 2 0
E4 55 2 0
C5 55 2 0
F4 93 2 0
A4 93 2 -1
F4 130 2 0
D5 130 2 0
D4 168 2 0
F4 168 2 0
D4 205 2 0
B4 205 2 0
B3 243 2 0
D4 243 2 0
B3 281 2 0
G4 281 2 0
C4 318 2 0
E4 318 2 -1
C4 356 2 0
A4 356 2 0
D4 393 2 0
A4 393 2 -1
D4 431 2 0
B4 431 2 0
C2 18 4 0
A3 168 4 -1
G3 243 4 0
F3 318 4 1
F3 393 4 0
C3 93 16 0
Measure Number: 40
E4 69 2 0
G4 69 2 0
E4 94 2 0
C5 94 2 0
G4 119 2 0
A4 131 2 0
G4 146 2 0
E5 146 2 0
F4 171 2 0
A4 171 2 0
F4 196 2 0
D5 196 2 0
B4 224 2 -1
C5 236 2 0
B4 261 2 -1
G5 261 2 0
A4 286 2 0
C5 286 2 0
A4 311 2 0
F5 311 2 0
C5 326 2 0
D5 338 2 0
C5 363 2 0
A5 363 2 0
E3 69 4 0
C3 119 4 1
A3 119 4 0
C4 119 4 1
D3 171 4 0
A3 171 4 0
D4 171 4 0
E3 236 4 0
C4 236 4 0
E4 236 4 0
F3 286 4 0
C4 286 4 0
F4 286 4 0
F3 338 4 1
D4 338 4 0
F4 338 4 1
Measure Number: 41
B4 18 2 0
D5 18 2 0
B4 44 2 0
G5 44 2 0
D5 84 2 0
E5 96 2 0
D5 122 2 0
B5 122 2 0
C5 148 2 0
E5 148 2 0
C5 174 2 0
A5 174 2 0
F5 189 2 0
G5 201 2 0
F5 227 2 0
D6 227 2 0
E5 253 2 0
G5 253 2 0
E5 279 2 0
C6 279 2 0
G5 298 2 0
A5 309 2 0
G5 336 2 0
E6 336 2 0
G3 18 4 0
D4 18 4 0
G4 18 4 0
G3 96 4 1
E4 96 4 0
G4 96 4 1
A3 148 4 0
E4 148 4 0
A4 148 4 0
B3 201 4 0
G4 201 4 0
B4 201 4 0
C4 253 4 0
G4 253 4 0
C5 253 4 0
C4 309 4 1
A4 309 4 0
C5 309 4 1
Measure Number: 42
G5 9 2 0
A5 20 2 0
G5 51 2 0
E6 51 2 0
G5 70 2 0
A5 82 2 0
G5 112 2 0
E6 112 2 0
G5 131 2 0
A5 143 2 0
G5 173 2 0
E6 173 2 0
G5 192 2 0
A5 204 2 0
G5 235 2 0
E6 235 2 0
F5 265 2 0
A5 265 2 0
F5 296 2 0
D6 296 2 0
F5 326 2 0
A5 326 2 0
F5 358 2 0
C6 358 2 0
C5 20 12 1
D5 204 12 0
D4 20 24 0
A4 20 24 0
Measure Number: 43
F5 16 2 0
A5 16 2 0
F5 42 2 0
B5 42 2 0
F5 67 2 0
A5 67 2 0
F5 93 2 0
B5 93 2 0
F5 118 2 0
A5 118 2 0
F5 144 2 0
B5 144 2 0
F5 185 2 0
A5 185 2 0
F5 210 2 0
B5 210 2 0
E5 236 2 0
G5 236 2 0
E5 261 2 0
B5 261 2 0
D5 287 2 0
F5 287 2 0
D5 313 2 0
B5 313 2 0
G2 16 4 0
G3 67 4 0
D4 118 4 0
F4 118 4 0
B4 185 4 0
rest 4
rest 4
Measure Number: 44
E5 63 2 0
G5 63 2 0
E5 91 2 0
C6 91 2 0
F5 119 2 0
A5 119 2 0
F5 148 2 0
D6 148 2 0
G5 176 2 0
B5 176 2 0
G5 204 2 0
E6 204 2 0
A5 232 2 0
C6 232 2 0
A5 260 2 0
F6 260 2 0
G5 288 2 0
B5 288 2 0
G5 316 2 0
E6 316 2 0
F5 344 2 0
A5 344 2 0
F5 372 2 0
D6 372 2 0
rest 4
A4 119 4 0
C5 119 4 0
G4 176 4 0
B4 176 4 0
F4 232 4 0
A4 232 4 0
G4 288 4 0
B4 288 4 0
A4 344 4 0
C5 344 4 0
C4 63 24 0
Measure Number: 45
F5 13 2 0
G5 24 2 0
F5 53 2 0
D6 53 2 0
F5 70 2 0
G5 82 2 0
F5 111 2 0
D6 111 2 0
F5 127 2 0
G5 139 2 0
F5 168 2 0
D6 168 2 0
F5 185 2 0
G5 197 2 0
F5 225 2 0
D6 225 2 0
F5 242 2 0
G5 254 2 0
F5 283 2 0
E6 283 2 0
F5 300 2 0
G5 312 2 0
F5 340 2 0
D6 340 2 0
B4 24 8 0
D5 24 8 0
A4 139 4 0
C5 139 4 0
B4 197 8 0
D5 197 8 0
G4 312 4 0
B4 312 4 0
C4 24 4 0
C4 82 12 0
C4 254 8 0
Measure Number: 46
E5 16 2 0
G5 16 2 0
E5 44 2 0
C6 44 2 0
F5 72 2 0
A5 72 2 0
F5 100 2 0
D6 100 2 0
G5 128 2 0
B5 128 2 0
G5 156 2 0
E6 156 2 0
A5 184 2 0
C6 184 2 0
A5 212 2 0
F6 212 2 0
G5 240 2 0
B5 240 2 0
G5 268 2 0
E6 268 2 0
F5 296 2 0
A5 296 2 0
F5 324 2 0
D6 324 2 0
rest 4
A4 72 4 0
C5 72 4 0
G4 128 4 0
B4 128 4 0
F4 184 4 0
A4 184 4 0
G4 240 4 0
B4 240 4 0
A4 296 4 0
C5 296 4 0
C4 16 24 0
Measure Number: 47
F5 13 2 0
G5 24 2 0
F5 53 2 0
D6 53 2 0
F5 70 2 0
G5 82 2 0
F5 111 2 0
D6 111 2 0
F5 127 2 0
G5 139 2 0
F5 168 2 0
D6 168 2 0
F5 185 2 0
G5 197 2 0
F5 225 2 0
D6 225 2 0
F5 242 2 0
G5 254 2 0
F5 283 2 0
E6 283 2 0
F5 300 2 0
G5 312 2 0
F5 340 2 0
D6 340 2 0
B4 24 8 0
D5 24 8 0
A4 139 4 0
C5 139 4 0
B4 197 8 0
D5 197 8 0
G4 312 4 0
B4 312 4 0
C4 24 4 0
C4 82 12 0
C4 254 8 0
Measure Number: 48
E5 63 2 0
G5 63 2 0
E5 100 2 0
C6 100 2 0
E5 163 2 -1
A5 163 2 0
E5 200 2 -1
C6 200 2 0
