Measure Number: 1
E4 265 240 -1
G4 265 240 0
G3 311 240 0
D4 299 240 -1
E4 311 240 -1
Measure Number: 12
A4 12 240 -1
rest 240
rest 960
A2 12 240 -1
A3 50 240 -1
C4 50 240 0
E4 50 240 -1
E3 88 240 -1
A3 88 240 -1
C4 88 240 0
A3 127 240 -1
C4 127 240 0
F4 127 240 0
A3 165 240 -1
C4 165 240 0
E4 165 240 -1
E3 204 240 -1
A3 204 240 -1
C4 204 240 0
Measure Number: 13
rest 240
E5 79 240 -1
A5 132 240 -1
G5 195 240 0
D5 270 240 -1
F5 323 240 -1
A1 15 240 -1
E4 79 240 -1
A4 79 240 -1
C5 79 240 0
C4 132 240 0
E4 132 240 -1
A4 132 240 -1
A3 195 240 -1
F4 270 240 -1
G4 281 240 0
B4 270 240 -1
D4 323 240 -1
F4 323 240 -1
G4 335 240 0
Measure Number: 14
F5 12 240 -1
E5 72 240 -1
A5 123 240 -1
G5 184 240 0
D5 256 240 -1
F5 307 240 -1
A2 12 240 -1
E4 72 240 -1
A4 72 240 -1
C5 72 240 0
C4 123 240 0
E4 123 240 -1
A4 123 240 -1
A3 184 240 -1
F4 256 240 -1
G4 268 240 0
B4 256 240 -1
B3 307 240 -1
D4 307 240 -1
G4 307 240 0
Measure Number: 15
rest 240
E5 164 120 -1
F5 192 120 0
E5 221 120 -1
F5 249 120 0
G5 287 240 -1
G5 355 240 -1
G5 400 240 -1
A2 107 240 -1
E4 164 240 -1
A4 164 240 -1
C5 164 240 0
C4 221 240 0
E4 221 240 -1
A4 221 240 -1
E2 287 240 -1
E4 355 240 -1
G4 355 240 -1
B4 355 240 -1
B3 400 240 -1
E4 400 240 -1
G4 400 240 -1
Measure Number: 16
G5 16 240 -1
F5 81 120 0
C5 103 120 0
E5 126 120 -1
D5 152 120 -1
B4 184 240 -1
rest 240
rest 240
F2 16 240 0
E4 81 240 -1
A4 81 240 0
A3 126 240 0
E4 126 240 -1
F4 138 240 0
B2 184 240 -1
B3 220 240 -1
D4 220 240 -1
F4 220 240 0
F3 255 240 0
B3 255 240 -1
D4 255 240 -1
Measure Number: 17
rest 240
D5 59 120 -1
E5 82 120 -1
D5 105 120 -1
E5 127 120 -1
F5 150 240 0
F5 186 240 0
F5 223 240 0
G2 16 240 -1
B3 59 240 -1
D4 59 240 -1
G4 59 240 -1
G3 105 240 -1
B3 105 240 -1
D4 105 240 -1
D2 150 240 -1
A3 186 240 -1
D4 186 240 -1
F4 186 240 0
F3 223 240 0
A3 223 240 -1
D4 223 240 -1
Measure Number: 18
F5 15 240 0
E5 62 120 -1
B4 91 120 -1
D5 120 120 -1
C5 150 120 0
A4 179 240 0
C5 244 240 0
F5 291 240 0
E2 15 240 -1
B3 50 240 -1
C4 62 240 0
G4 62 240 -1
G3 120 240 -1
B3 120 240 -1
E4 120 240 -1
F2 179 240 0
C4 244 240 0
F4 244 240 0
A4 244 240 0
A3 291 240 0
C4 291 240 0
F4 291 240 0
Measure Number: 19
E5 116 240 0
B4 181 240 -1
D5 227 480 -1
C5 339 240 0
F5 386 240 0
F3 116 240 0
D4 181 240 -1
E4 193 240 0
G4 181 240 0
B3 227 240 -1
D4 227 240 -1
E4 239 240 0
F2 274 240 0
C4 339 240 0
F4 339 240 0
A4 339 240 0
A3 386 240 0
C4 386 240 0
F4 386 240 0
Measure Number: 20
E5 14 240 0
B4 74 240 -1
D5 115 240 -1
rest 240
C5 236 120 0
D5 262 120 -1
C5 287 120 0
D5 313 120 -1
F3 14 240 0
D4 74 240 -1
E4 86 240 0
G4 74 240 0
B3 115 240 -1
D4 115 240 -1
E4 127 240 0
F2 157 240 0
C4 236 240 0
E4 236 240 -1
G4 236 240 -1
G3 287 240 -1
B3 287 240 -1
E4 287 240 -1
Measure Number: 21
E5 16 240 -1
E5 76 240 -1
E5 115 240 -1
E5 154 240 -1
F5 220 120 0
C5 244 120 0
E5 268 120 -1
D5 294 120 -1
F3 16 240 0
E4 76 240 -1
G4 76 240 -1
B4 76 240 -1
C4 115 240 0
E4 115 240 -1
G4 115 240 -1
F2 154 240 0
E4 220 240 -1
A4 220 240 0
A3 268 240 0
E4 268 240 -1
F4 280 240 0
Measure Number: 22
B4 12 720 -1
G4 118 480 0
rest 240
B2 12 240 -1
B3 47 240 -1
D4 47 240 -1
F4 47 240 0
F3 82 240 0
B3 82 240 -1
D4 82 240 -1
C3 118 240 0
B3 156 240 -1
C4 167 240 0
E4 167 240 0
G3 203 240 0
B3 191 240 -1
C4 203 240 0
Measure Number: 23
rest 240
C5 159 240 0
F5 210 240 0
E5 262 240 0
B4 313 240 -1
D5 365 240 -1
F2 107 240 0
C4 159 240 0
F4 159 240 0
A4 159 240 -1
A3 210 240 -1
C4 210 240 0
F4 210 240 0
F3 262 240 0
D4 301 240 -1
E4 313 240 0
G4 313 240 0
B3 365 240 -1
D4 353 240 -1
E4 365 240 0
Measure Number: 24
D5 12 240 -1
C5 61 240 0
F5 110 240 0
F5 159 120 0
E5 190 120 0
B4 221 120 -1
C5 251 120 0
E5 282 120 -1
D5 313 120 -1
F2 12 240 0
C4 61 240 0
F4 61 240 0
A4 61 240 -1
A3 110 240 -1
C4 110 240 0
F4 110 240 0
F3 159 240 0
D4 209 240 -1
E4 221 240 0
G4 221 240 0
B3 282 240 -1
D4 270 240 -1
E4 282 240 0
Measure Number: 25
rest 240
C5 52 120 0
D5 77 120 -1
C5 102 120 0
D5 128 120 -1
E5 153 240 -1
E5 193 240 -1
E5 234 240 -1
F3 12 240 0
A3 52 240 -1
C4 52 240 0
A4 52 240 -1
F3 102 240 -1
E3 153 240 -1
C4 193 240 0
A4 193 240 -1
E3 234 240 -1
Measure Number: 26
E5 15 240 -1
D5 61 120 -1
C5 89 120 0
B4 117 120 -1
C5 145 120 0
A4 174 240 -1
rest 240
rest 240
E2 15 240 -1
D4 61 240 -1
G4 61 240 0
E3 117 240 -1
G3 117 240 0
D4 117 240 -1
A2 174 240 -1
A3 219 240 -1
C4 219 240 0
E4 219 240 -1
E3 264 240 -1
A3 264 240 -1
C4 264 240 0
Measure Number: 27
rest 480
rest 240
rest 240
E5 359 240 -1
A5 419 240 -1
A2 108 240 -1
A3 168 240 -1
C4 168 240 0
F4 168 240 -1
F3 228 240 -1
A3 228 240 -1
C4 228 240 0
A1 289 240 -1
E4 359 240 -1
A4 359 240 -1
C5 359 240 0
C4 419 240 0
E4 419 240 -1
A4 419 240 -1
Measure Number: 28
G5 12 240 0
D5 92 240 -1
F5 152 480 -1
E5 281 240 -1
A5 341 240 -1
A3 12 240 -1
F4 92 240 -1
G4 104 240 0
B4 92 240 -1
D4 152 240 -1
F4 152 240 -1
G4 164 240 0
A2 211 240 -1
E4 281 240 -1
A4 281 240 -1
C5 281 240 0
C4 341 240 0
E4 341 240 -1
A4 341 240 -1
Measure Number: 29
A5 15 120 -1
G5 54 120 0
D5 90 120 -1
E5 126 120 -1
G5 162 120 -1
F5 202 120 -1
rest 240
E5 306 120 -1
F5 342 120 0
E5 378 120 -1
F5 415 120 0
A3 15 240 -1
F4 90 240 -1
G4 102 240 0
B4 90 240 -1
B3 162 240 -1
D4 162 240 -1
G4 162 240 0
A2 238 240 -1
E4 306 240 -1
A4 306 240 -1
C5 306 240 0
C4 378 240 0
E4 378 240 -1
A4 378 240 -1
Measure Number: 30
G5 118 240 -1
G5 201 240 -1
G5 263 240 -1
G5 326 240 -1
F5 406 120 0
C5 445 120 0
E5 484 120 -1
D5 523 120 -1
E2 118 240 -1
E4 201 240 -1
G4 201 240 -1
B4 201 240 -1
B3 263 240 -1
E4 263 240 -1
G4 263 240 -1
F2 326 240 0
E4 406 240 -1
A4 406 240 0
A3 484 240 0
E4 484 240 -1
F4 496 240 0
Measure Number: 31
B4 12 240 -1
rest 240
rest 240
rest 240
D5 247 120 -1
E5 284 120 -1
D5 321 120 -1
E5 358 120 -1
B2 12 240 -1
B3 70 240 -1
D4 70 240 -1
F4 70 240 0
F3 129 240 0
B3 129 240 -1
D4 129 240 -1
G2 188 240 -1
B3 247 240 -1
D4 247 240 -1
G4 247 240 -1
G3 321 240 -1
B3 321 240 -1
D4 321 240 -1
Measure Number: 32
F5 15 240 0
F5 72 240 0
F5 129 240 0
F5 186 240 0
E5 242 120 -1
B4 278 120 -1
D5 313 120 -1
C5 349 120 0
D2 15 240 -1
A3 72 240 -1
D4 72 240 -1
F4 72 240 0
F3 129 240 0
A3 129 240 -1
D4 129 240 -1
E2 186 240 -1
B3 231 240 -1
C4 242 240 0
G4 242 240 -1
G3 313 240 -1
B3 313 240 -1
E4 313 240 -1
Measure Number: 33
A4 116 240 0
C5 193 240 0
F5 251 240 0
E5 319 240 0
B4 396 240 -1
D5 454 240 -1
F2 116 240 0
C4 193 240 0
F4 193 240 0
A4 193 240 0
A3 251 240 0
C4 251 240 0
F4 251 240 0
F3 319 240 0
D4 396 240 -1
E4 408 240 0
G4 396 240 0
B3 454 240 -1
D4 454 240 -1
E4 466 240 0
Measure Number: 34
D5 12 240 -1
C5 86 240 0
F5 143 240 0
F5 209 120 0
E5 247 120 0
B4 282 120 -1
C5 317 120 0
E5 352 120 -1
D5 388 120 -1
F2 12 240 0
C4 86 240 0
F4 86 240 0
A4 86 240 0
A3 143 240 0
C4 143 240 0
F4 143 240 0
F3 209 240 0
D4 282 240 -1
E4 294 240 0
G4 282 240 0
B3 352 240 -1
D4 352 240 -1
E4 364 240 0
Measure Number: 35
rest 240
C5 95 120 0
D5 127 120 -1
C5 159 120 0
D5 191 120 -1
E5 232 240 -1
E5 293 240 -1
E5 345 240 -1
F2 12 240 0
C4 95 240 0
E4 95 240 -1
G4 95 240 -1
G3 159 240 -1
B3 159 240 -1
E4 159 240 -1
F3 232 240 0
E4 293 240 -1
G4 293 240 -1
B4 293 240 -1
C4 345 240 0
E4 345 240 -1
G4 345 240 -1
Measure Number: 36
E5 107 240 -1
F5 172 120 0
C5 198 120 0
E5 223 120 -1
D5 249 120 -1
B4 285 480 -1
rest 240
F4 326 240 0
D4 367 240 -1
F2 107 240 0
E4 172 240 -1
A4 172 240 0
A3 223 240 0
E4 223 240 -1
F4 235 240 0
B2 285 240 -1
B3 326 240 -1
D4 326 240 -1
F3 367 240 0
B3 367 240 -1
Measure Number: 37
rest 1440
G4 16 240 -1
F4 53 240 0
D4 91 240 -1
B3 129 240 -1
rest 480
B3 16 240 -1
D4 16 240 -1
B3 53 240 -1
D4 53 240 -1
F3 91 240 0
B3 91 240 -1
D3 129 240 -1
F3 129 240 0
B1 166 240 -1
B2 166 240 -1
A1 204 240 -1
A2 204 240 -1
Measure Number: 38
rest 480
rest 240
G4 132 480 -1
B4 132 480 -1
G5 132 480 -1
G4 208 240 -1
B4 208 240 -1
G5 208 240 -1
G1 20 240 -1
G2 20 240 -1
D2 57 240 -1
D3 57 240 -1
G2 95 240 -1
G3 95 240 -1
B2 132 240 -1
B3 132 240 -1
E3 170 240 -1
E4 170 240 -1
B2 208 240 -1
B3 208 240 -1
Measure Number: 39
G4 16 1440 -1
B4 16 1440 -1
G5 16 1440 -1
D3 16 240 -1
D4 16 240 -1
E3 50 240 -1
E4 50 240 -1
B2 83 240 -1
B3 83 240 -1
D3 116 240 -1
D4 116 240 -1
A2 149 240 -1
A3 149 240 -1
B2 182 240 -1
B3 182 240 -1
Measure Number: 40
G4 16 720 -1
B4 16 720 -1
G5 16 720 -1
G4 124 480 -1
B4 124 480 -1
G5 124 480 -1
G4 196 240 -1
B4 196 240 -1
G5 196 240 -1
G2 16 240 -1
G3 16 240 -1
E2 52 240 -1
E3 52 240 -1
B1 88 240 -1
B2 88 240 -1
D2 124 240 -1
D3 124 240 -1
A1 160 240 -1
A2 160 240 -1
B1 196 240 -1
B2 196 240 -1
Measure Number: 41
G4 122 720 -1
B4 122 720 -1
G5 122 720 -1
F4 226 720 0
A4 226 720 -1
F5 226 720 0
G1 122 240 -1
G2 122 240 -1
E3 156 240 -1
E4 156 240 -1
B2 191 240 -1
B3 191 240 -1
D3 226 240 -1
D4 226 240 -1
A2 260 240 -1
A3 260 240 -1
B2 295 240 -1
B3 295 240 -1
Measure Number: 42
F4 20 720 -1
A4 20 720 -1
F5 20 720 -1
F4 132 480 -1
A4 132 480 -1
F5 132 480 -1
F4 207 240 -1
A4 207 240 -1
F5 207 240 -1
C3 20 240 -1
C4 20 240 -1
C2 57 240 -1
C3 57 240 -1
F2 94 240 -1
F3 94 240 -1
A2 132 240 -1
A3 132 240 -1
D3 169 240 -1
D4 169 240 -1
A2 207 240 -1
A3 207 240 -1
Measure Number: 43
F4 19 1440 -1
A4 19 1440 -1
F5 19 1440 -1
C3 20 240 -1
C4 20 240 -1
D3 55 240 -1
D4 55 240 -1
A2 91 240 -1
A3 91 240 -1
C3 126 240 -1
C4 126 240 -1
G2 162 240 -1
G3 162 240 -1
A2 198 240 -1
A3 198 240 -1
Measure Number: 44
F4 16 720 -1
A4 16 720 -1
F5 16 720 -1
F4 146 480 -1
A4 146 480 -1
F5 146 480 -1
F4 233 240 -1
A4 233 240 -1
F5 233 240 -1
F2 16 240 -1
F3 16 240 -1
D2 59 240 -1
D3 59 240 -1
A1 103 240 -1
A2 103 240 -1
C2 146 240 -1
C3 146 240 -1
G1 189 240 -1
G2 189 240 -1
A1 233 240 -1
A2 233 240 -1
Measure Number: 45
F4 20 720 -1
A4 20 720 -1
F5 20 720 -1
E4 127 720 -1
E5 127 720 -1
A4 139 240 -1
B4 179 240 -1
C5 218 240 -1
F1 20 240 -1
F2 20 240 -1
D3 59 240 -1
D4 59 240 -1
A2 99 240 -1
A3 99 240 -1
C3 139 240 -1
C4 139 240 -1
B2 179 240 -1
B3 179 240 -1
A2 218 240 -1
A3 218 240 -1
Measure Number: 46
D4 116 240 0
D5 161 120 0
E5 189 120 -1
D5 217 120 0
E5 245 120 -1
F5 273 240 0
F5 318 240 0
F5 363 240 0
B1 116 240 -1
B2 116 240 -1
A3 161 240 -1
D4 161 240 0
D4 217 240 0
A4 217 240 -1
rest 240
A3 318 240 -1
D4 318 240 0
A4 318 240 -1
F3 363 240 0
A3 363 240 -1
D4 363 240 0
Measure Number: 47
F5 16 240 0
G5 60 120 -1
F5 87 120 0
E5 115 120 -1
A4 142 120 -1
C6 176 720 -1
C3 16 240 -1
A3 60 240 -1
E4 60 240 -1
A4 60 240 -1
F3 115 240 0
A3 115 240 -1
E4 115 240 -1
F2 176 240 0
A3 221 240 -1
E4 221 240 -1
A4 221 240 -1
F3 265 240 0
A3 265 240 -1
E4 265 240 -1
Measure Number: 48
rest 240
D5 56 120 0
E5 83 120 -1
D5 111 120 0
E5 138 120 -1
F5 166 240 0
F5 210 240 0
F5 254 240 0
B2 12 240 -1
A3 56 240 -1
D4 56 240 0
D4 111 240 0
A4 111 240 -1
B2 166 240 0
A3 210 240 -1
E4 210 240 -1
A4 210 240 -1
F3 254 240 0
A3 254 240 -1
E4 254 240 -1
Measure Number: 49
F5 14 240 0
G5 62 120 -1
F5 92 120 0
E5 122 120 -1
A4 153 120 0
C6 185 720 0
C3 14 240 0
A3 62 240 0
E4 62 240 -1
A4 62 240 0
F3 122 240 0
A3 122 240 0
E4 122 240 -1
F2 185 240 0
A3 233 240 0
E4 233 240 -1
A4 233 240 0
F3 281 240 0
A3 281 240 0
E4 281 240 -1
Measure Number: 50
B5 111 720 -1
G5 233 60 0
A5 255 60 -1
G5 276 60 0
A5 296 60 -1
G5 317 30 0
A5 334 30 -1
G5 351 30 0
A5 368 30 -1
G5 385 30 0
A5 403 30 -1
G5 420 30 0
A5 437 30 -1
F5 454 120 0
G5 483 120 0
D5 233 720 -1
B2 111 240 -1
B3 159 240 -1
D4 159 240 0
A4 159 240 -1
F3 195 240 0
B3 195 240 -1
D4 195 240 0
E2 231 240 -1
B3 315 240 -1
D4 315 240 -1
G4 315 240 0
E3 452 240 -1
B3 452 240 -1
D4 452 240 -1
Measure Number: 51
B5 15 240 -1
A5 59 120 -1
E5 83 120 -1
A5 107 120 -1
G5 139 120 -1
G5 163 240 -1
F5 201 480 0
D5 15 240 -1
C5 59 480 0
E5 163 240 -1
D5 201 120 -1
A4 225 120 -1
D5 248 120 -1
C5 272 120 0
A2 15 240 -1
A3 59 240 -1
E4 59 240 -1
G4 59 240 -1
E3 107 240 -1
A3 107 240 -1
C4 107 240 0
D2 163 240 -1
A3 201 240 -1
D4 201 240 -1
F4 201 240 0
F3 248 240 0
A3 248 240 -1
D4 248 240 -1
Measure Number: 52
A5 16 240 -1
G5 51 120 -1
D5 72 120 -1
G5 94 120 -1
F5 116 120 0
F5 138 240 0
E5 173 120 -1
F5 195 120 0
A5 216 120 -1
G5 238 120 -1
C5 16 240 0
B4 51 480 -1
B4 138 240 -1
C5 173 120 0
D5 195 120 -1
B4 216 120 -1
C5 238 120 0
G2 16 240 -1
B3 51 240 -1
D4 51 240 -1
F4 51 240 0
G3 94 240 -1
B3 94 240 -1
D4 94 240 -1
C2 138 240 0
G3 173 240 -1
E4 173 240 -1
rest 240
Measure Number: 53
A4 14 240 0
C5 53 120 0
D5 82 120 -1
C5 106 120 0
D5 131 120 -1
E5 158 480 -1
B4 238 240 -1
D5 238 240 -1
E4 14 240 -1
G4 53 480 -1
G4 170 240 -1
F4 199 480 0
A4 65 480 0
A4 170 480 0
F2 14 240 0
E4 53 120 -1
F3 82 120 0
E4 106 120 -1
D4 131 120 -1
C4 158 480 0
B3 238 240 -1
Measure Number: 54
B4 107 240 -1
D5 107 240 -1
B4 161 120 -1
D5 161 120 -1
C5 195 120 0
E5 195 120 -1
B4 229 120 -1
D5 229 120 -1
C5 263 120 0
E5 263 120 -1
B4 297 480 -1
F5 297 480 -1
B4 405 240 -1
E5 405 240 -1
F4 107 240 0
G4 161 480 0
G4 297 240 0
G4 351 480 -1
B3 107 240 -1
F4 161 120 -1
F3 195 120 0
F4 229 120 -1
E4 263 120 -1
D4 297 480 -1
C4 405 240 0
Measure Number: 55
B4 16 240 -1
E5 16 240 -1
E5 57 120 -1
F5 83 120 0
E5 109 120 -1
F5 135 120 0
G5 166 240 -1
G5 207 240 -1
G5 249 240 -1
G4 16 240 -1
C4 16 240 0
rest 240
rest 240
rest 480
rest 240
Measure Number: 56
G5 16 720 -1
G5 118 240 -1
F5 183 120 0
C5 210 120 0
E5 237 120 -1
D5 264 120 -1
rest 480
rest 240
F2 118 240 0
E4 183 240 -1
A4 183 240 0
A3 237 240 0
E4 237 240 -1
F4 249 240 0
Measure Number: 57
B4 12 720 -1
G4 154 240 0
rest 240
rest 240
B2 12 240 -1
B3 59 240 -1
D4 59 240 -1
F4 59 240 0
F3 106 240 0
B3 106 240 -1
D4 106 240 -1
C3 154 240 0
B3 192 240 -1
C4 203 240 0
E4 203 240 0
E3 251 240 0
B3 239 240 -1
C4 251 240 0
Measure Number: 58
rest 240
C5 210 240 0
C5 313 240 0
F5 313 240 0
D5 415 240 -1
E5 427 240 0
B4 517 240 -1
D5 620 240 -1
rest 120
A4 159 120 -1
A4 210 120 -1
G4 261 120 0
G4 313 120 0
F4 364 120 0
B4 415 120 -1
A4 466 120 -1
G4 517 120 0
F4 569 120 0
E4 620 120 0
B4 671 120 -1
F2 108 240 0
F3 210 240 0
A3 210 240 -1
C4 210 240 0
A3 313 240 -1
C4 313 240 0
A4 313 240 -1
F2 415 240 0
D3 415 240 -1
G3 415 240 0
F3 517 240 0
B3 517 240 -1
D4 517 240 -1
B3 620 240 -1
D4 620 240 -1
G4 620 240 0
Measure Number: 59
D5 12 240 -1
C5 114 240 0
C5 216 240 0
F5 216 240 0
D5 319 240 -1
E5 330 240 0
B4 421 240 -1
D5 523 240 -1
B4 12 120 -1
A4 63 120 -1
A4 114 120 -1
G4 165 120 0
G4 216 120 0
F4 267 120 0
B4 319 120 -1
A4 370 120 -1
C5 370 120 0
G4 421 120 0
F4 472 120 0
A4 472 120 -1
E4 523 120 0
G4 523 120 0
G4 574 120 0
B4 574 120 -1
F2 12 240 0
F3 12 240 0
F3 114 240 0
A3 114 240 -1
C4 114 240 0
A3 216 240 -1
C4 216 240 0
A4 216 240 -1
F2 319 240 0
D3 319 240 -1
G3 319 240 0
F3 421 240 0
B3 421 240 -1
D4 421 240 -1
B3 523 240 -1
D4 523 240 -1
G4 523 240 0
Measure Number: 60
C4 122 240 0
C5 122 240 0
A4 210 120 -1
C5 210 120 0
B4 261 120 -1
D5 261 120 -1
A4 313 120 -1
C5 313 120 0
B4 364 120 -1
D5 364 120 -1
E4 420 240 -1
E5 420 240 -1
E4 523 240 -1
E5 523 240 -1
E4 626 240 -1
E5 626 240 -1
G4 107 120 0
B4 107 120 -1
F4 158 120 0
A4 158 120 -1
F4 210 240 0
F4 313 240 -1
A4 416 120 -1
C5 416 120 0
B4 467 120 -1
B4 519 120 -1
A4 570 120 -1
A4 622 120 -1
G4 673 120 0
D4 467 120 -1
D4 519 120 -1
C4 570 120 0
C4 622 120 0
B3 673 120 -1
F2 107 240 0
C3 107 240 0
C3 210 240 0
F3 210 240 0
A3 210 240 -1
C4 210 240 0
F2 313 240 -1
F3 313 240 -1
E2 416 240 -1
E3 416 240 -1
E3 519 240 -1
E3 622 240 -1
Measure Number: 61
D4 20 240 -1
E5 20 240 -1
D5 117 120 -1
C5 167 120 0
B4 218 120 -1
C5 268 120 0
A4 319 240 -1
rest 480
G4 15 120 0
F4 66 120 0
F4 117 120 0
G4 167 120 0
F4 218 120 0
G4 268 120 0
F4 319 120 0
E4 370 120 -1
E4 420 120 -1
D4 471 120 0
D4 522 120 0
D4 572 120 -1
D4 319 120 -1
C4 370 120 0
C4 420 120 0
B3 471 120 0
B3 522 120 0
A3 572 120 -1
E2 15 120 -1
E3 66 120 -1
B3 117 120 -1
E4 167 120 -1
D4 218 120 -1
E4 268 120 -1
A3 319 360 -1
F3 471 120 0
F3 522 120 0
F3 572 120 -1
Measure Number: 62
rest 480
rest 240
C4 328 240 0
C5 328 240 0
C5 404 240 0
E5 404 240 -1
C5 472 240 0
E5 472 240 -1
A5 472 240 -1
D4 108 120 -1
C4 142 120 0
C4 176 120 0
F4 210 120 0
E4 244 120 -1
