Measure Number: 1
F4 87 2 0
C4 162 2 0
A3 236 2 -1
F4 311 2 0
D4 385 2 -1
Measure Number: 10
C5 14 1 0
D5 50 1 -1
B4 87 1 0
C5 123 1 0
E5 160 1 -1
D5 196 1 -1
C5 233 1 0
D5 269 1 -1
B4 306 1 0
C5 342 1 0
F5 379 1 1
G5 415 1 0
E3 14 2 0
G4 87 2 0
C4 160 2 0
B3 233 2 -1
G4 306 2 0
C4 379 2 0
Measure Number: 11
C5 118 1 0
D5 150 1 -1
B4 183 1 0
C5 215 1 0
E5 247 1 -1
D5 280 1 -1
C5 312 1 0
D5 344 1 -1
B4 377 1 0
C5 409 1 0
A5 441 1 -1
F5 474 1 0
F3 118 2 0
A4 183 2 -1
C4 247 2 0
A3 312 2 -1
A4 377 2 -1
C4 441 2 0
Measure Number: 12
E5 13 1 -1
F5 51 1 0
E5 88 1 -1
D5 126 1 0
E5 163 1 -1
G5 201 1 0
B5 239 1 -1
C6 276 1 0
B5 314 1 -1
A5 351 1 0
B5 389 1 -1
F6 426 1 0
G3 13 2 0
B4 88 2 -1
E4 163 2 -1
D4 239 2 -1
B4 314 2 -1
E4 389 2 -1
Measure Number: 13
E6 19 1 -1
F6 60 1 0
E6 101 1 -1
D6 142 1 0
E6 183 1 -1
B5 224 1 0
C6 265 1 0
D6 307 1 -1
C6 348 1 0
B5 389 1 0
C6 430 1 0
G5 471 1 0
A3 19 2 -1
A4 101 2 -1
E4 183 2 -1
C4 265 2 0
A4 348 2 -1
E4 430 2 -1
Measure Number: 14
A5 112 1 -1
B5 152 1 -1
A5 192 1 -1
G5 231 1 0
A5 271 1 -1
E5 310 1 0
F5 350 1 0
G5 389 1 0
F5 429 1 0
E5 469 1 0
F5 508 1 0
D5 548 1 -1
D3 112 2 -1
F4 192 2 0
B3 271 2 -1
A3 350 2 -1
F4 429 2 0
B3 508 2 -1
Measure Number: 15
C5 15 1 0
D5 52 1 -1
B4 88 1 -1
G4 125 1 0
A4 162 1 -1
B4 199 1 -1
C5 235 1 0
D5 272 1 -1
E5 309 1 -1
F5 345 1 0
G5 382 1 0
A5 419 1 -1
E3 15 2 -1
E4 88 2 -1
C4 162 2 0
A3 235 2 -1
E4 309 2 -1
C4 382 2 0
Measure Number: 16
G5 10 1 0
A5 46 1 -1
F5 83 1 0
E5 120 1 -1
F5 156 1 0
D5 193 1 -1
C5 230 1 0
D5 266 1 -1
B4 303 1 -1
C5 340 1 0
F4 376 1 0
G4 413 1 0
E3 10 2 -1
E4 83 2 -1
D4 156 2 -1
G3 230 2 0
E4 303 2 -1
D4 376 2 -1
Measure Number: 17
A4 109 1 -1
B4 137 1 -1
A4 166 1 -1
G4 194 1 0
A4 222 1 -1
A4 251 1 0
B4 279 1 -1
C5 307 1 0
B4 336 1 -1
C5 364 1 0
F4 393 1 0
G4 421 1 0
A2 109 2 -1
C4 166 2 0
E3 222 2 -1
F3 279 2 -1
D4 336 2 -1
E3 393 2 -1
Measure Number: 18
A4 15 1 -1
B4 43 1 -1
A4 72 1 -1
G4 100 1 0
A4 128 1 -1
A4 157 1 0
B4 185 1 -1
C5 213 1 0
B4 242 1 -1
C5 270 1 0
F4 299 1 0
G4 327 1 0
A2 15 2 -1
C4 72 2 0
E3 128 2 -1
F3 185 2 -1
D4 242 2 -1
E3 299 2 -1
Measure Number: 19
A4 15 1 -1
B4 42 1 -1
A4 69 1 -1
G4 97 1 0
A4 124 1 -1
B4 151 1 -1
C5 178 1 0
D5 206 1 -1
C5 233 1 0
B4 260 1 0
C5 287 1 0
D5 315 1 -1
A2 15 2 -1
C4 69 2 0
E3 124 2 -1
C3 178 2 0
G3 233 2 0
B3 287 2 -1
Measure Number: 20
C5 17 1 0
D5 44 1 -1
C5 72 1 0
B4 99 1 0
C5 126 1 0
D5 153 1 -1
C5 181 1 0
D5 208 1 -1
C5 235 1 0
D5 262 1 -1
C5 290 1 0
D5 317 1 -1
E4 17 3 0
rest 3
rest 6
Measure Number: 21
C5 118 1 0
D5 154 1 -1
B4 191 1 0
C5 227 1 0
E5 264 1 -1
D5 300 1 -1
C5 336 1 0
D5 373 1 -1
B4 409 1 0
C5 446 1 0
F5 482 1 1
G5 519 1 0
E3 118 2 0
G4 191 2 0
C4 264 2 0
B3 336 2 -1
G4 409 2 0
C4 482 2 0
Measure Number: 22
C5 14 1 0
D5 48 1 -1
B4 83 1 0
C5 117 1 0
E5 152 1 -1
D5 186 1 -1
C5 221 1 0
D5 255 1 -1
B4 290 1 0
C5 324 1 0
A5 359 1 -1
F5 393 1 0
F3 14 2 0
A4 83 2 -1
C4 152 2 0
A3 221 2 -1
A4 290 2 -1
C4 359 2 0
Measure Number: 23
E5 14 1 0
F5 55 1 0
E5 96 1 0
D5 137 1 1
E5 177 1 0
G5 218 1 0
B5 259 1 -1
C6 300 1 0
B5 341 1 -1
A5 382 1 0
B5 423 1 -1
D6 464 1 -1
G3 14 2 0
B4 96 2 -1
E4 177 2 0
D4 259 2 -1
B4 341 2 -1
E4 423 2 0
Measure Number: 24
C6 122 1 0
D6 162 1 -1
C6 203 1 0
B5 243 1 0
C6 283 1 0
G5 324 1 0
A5 364 1 -1
B5 404 1 -1
A5 445 1 -1
G5 485 1 0
A5 526 1 -1
E5 566 1 0
A3 122 2 -1
A4 203 2 -1
F4 283 2 0
C4 364 2 0
A4 445 2 -1
F4 526 2 0
Measure Number: 25
F5 10 1 0
G5 46 1 0
F5 82 1 0
E5 119 1 0
F5 155 1 0
C5 192 1 0
D5 228 1 -1
E5 265 1 -1
D5 301 1 -1
C5 337 1 0
D5 374 1 -1
B4 410 1 0
B2 10 2 -1
D4 82 2 -1
G3 155 2 0
F3 228 2 0
D4 301 2 -1
G3 374 2 0
Measure Number: 26
C5 10 1 0
D5 45 1 -1
C5 80 1 0
B4 115 1 0
C5 151 1 0
G4 186 1 0
A4 221 1 -1
B4 257 1 -1
A4 292 1 -1
G4 327 1 0
A4 363 1 -1
F4 398 1 0
C3 10 2 0
C4 80 2 0
A3 151 2 -1
F3 221 2 0
C4 292 2 0
A3 363 2 -1
Measure Number: 27
E4 118 1 0
G4 157 1 0
B4 195 1 -1
D5 234 1 -1
E5 272 1 0
G5 311 1 0
B5 350 1 -1
D6 388 1 -1
C6 427 1 0
B5 465 1 -1
A5 504 1 -1
G5 543 1 0
C3 118 2 0
E4 195 2 0
B3 272 2 -1
G3 350 2 0
E4 427 2 0
B3 504 2 -1
Measure Number: 28
B5 13 1 -1
C6 50 1 0
A5 87 1 -1
G5 125 1 0
A5 162 1 -1
F5 199 1 0
E5 236 1 0
G5 273 1 0
F5 311 1 0
E5 348 1 0
F5 385 1 0
D5 422 1 -1
F3 13 2 0
F4 87 2 0
C4 162 2 0
A3 236 2 -1
F4 311 2 0
D4 385 2 -1
Measure Number: 29
C5 14 1 0
D5 50 1 -1
B4 87 1 0
C5 123 1 0
E5 160 1 -1
D5 196 1 -1
C5 233 1 0
D5 269 1 -1
B4 306 1 0
C5 342 1 0
F5 379 1 1
G5 415 1 0
E3 14 2 0
G4 87 2 0
C4 160 2 0
B3 233 2 -1
G4 306 2 0
C4 379 2 0
Measure Number: 30
C5 118 1 0
D5 150 1 -1
B4 183 1 0
C5 215 1 0
E5 247 1 -1
D5 280 1 -1
C5 312 1 0
D5 344 1 -1
B4 377 1 0
C5 409 1 0
A5 441 1 -1
F5 474 1 0
F3 118 2 0
A4 183 2 -1
C4 247 2 0
A3 312 2 -1
A4 377 2 -1
C4 441 2 0
Measure Number: 31
E5 13 1 -1
F5 51 1 0
E5 88 1 -1
D5 126 1 0
E5 163 1 -1
G5 201 1 0
B5 239 1 -1
C6 276 1 0
B5 314 1 -1
A5 351 1 0
B5 389 1 -1
F6 426 1 0
G3 13 2 0
B4 88 2 -1
E4 163 2 -1
D4 239 2 -1
B4 314 2 -1
E4 389 2 -1
Measure Number: 32
E6 19 1 -1
F6 60 1 0
E6 101 1 -1
D6 142 1 0
E6 183 1 -1
B5 224 1 0
C6 265 1 0
D6 307 1 -1
C6 348 1 0
B5 389 1 0
C6 430 1 0
G5 471 1 0
A3 19 2 -1
A4 101 2 -1
E4 183 2 -1
C4 265 2 0
A4 348 2 -1
E4 430 2 -1
Measure Number: 33
A5 112 1 -1
B5 152 1 -1
A5 192 1 -1
G5 231 1 0
A5 271 1 -1
E5 310 1 0
F5 350 1 0
G5 389 1 0
F5 429 1 0
E5 469 1 0
F5 508 1 0
D5 548 1 -1
D3 112 2 -1
F4 192 2 0
B3 271 2 -1
A3 350 2 -1
F4 429 2 0
B3 508 2 -1
Measure Number: 34
C5 15 1 0
D5 52 1 -1
B4 88 1 -1
G4 125 1 0
A4 162 1 -1
B4 199 1 -1
C5 235 1 0
D5 272 1 -1
E5 309 1 -1
F5 345 1 0
G5 382 1 0
A5 419 1 -1
E3 15 2 -1
E4 88 2 -1
C4 162 2 0
A3 235 2 -1
E4 309 2 -1
C4 382 2 0
Measure Number: 35
G5 10 1 0
A5 46 1 -1
F5 83 1 0
E5 120 1 -1
F5 156 1 0
D5 193 1 -1
C5 230 1 0
D5 266 1 -1
B4 303 1 -1
C5 340 1 0
F4 376 1 0
G4 413 1 0
E3 10 2 -1
E4 83 2 -1
D4 156 2 -1
G3 230 2 0
E4 303 2 -1
D4 376 2 -1
Measure Number: 36
A4 109 1 -1
B4 146 1 -1
A4 183 1 -1
G4 221 1 0
A4 258 1 -1
A4 295 1 0
B4 332 1 -1
C5 370 1 0
B4 407 1 -1
C5 444 1 0
F4 481 1 0
G4 518 1 0
A2 109 2 -1
C4 183 2 0
E3 258 2 -1
F3 332 2 -1
D4 407 2 -1
E3 481 2 -1
Measure Number: 37
A4 15 1 -1
B4 53 1 -1
A4 92 1 -1
G4 130 1 0
A4 168 1 -1
A4 207 1 0
B4 245 1 -1
C5 283 1 0
B4 322 1 -1
C5 360 1 0
F4 398 1 0
G4 437 1 0
A2 15 2 -1
C4 92 2 0
E3 168 2 -1
F3 245 2 -1
D4 322 2 -1
E3 398 2 -1
Measure Number: 38
A4 15 1 -1
B4 52 1 -1
A4 89 1 -1
G4 127 1 0
A4 164 1 -1
B4 201 1 -1
C5 238 1 0
D5 276 1 -1
C5 313 1 0
B4 350 1 0
C5 387 1 0
D5 424 1 -1
A2 15 2 -1
C4 89 2 0
E3 164 2 -1
G2 238 2 -1
E4 313 2 -1
B3 387 2 -1
Measure Number: 39
E5 119 1 -1
F5 156 1 0
E5 193 1 -1
F5 230 1 0
E5 267 1 -1
D5 304 1 -1
C5 341 1 0
D5 377 1 -1
C5 414 1 0
D5 451 1 -1
G4 488 1 0
A4 525 1 0
G3 119 2 -1
E4 193 2 -1
B3 267 2 -1
F3 341 2 0
E4 414 2 -1
A3 488 2 0
Measure Number: 40
B4 10 1 -1
C5 47 1 0
B4 85 1 -1
A4 123 1 0
B4 161 1 -1
B4 199 1 0
C5 237 1 0
D5 275 1 -1
C5 313 1 0
D5 351 1 -1
G4 389 1 0
A4 427 1 0
B2 10 2 -1
D4 85 2 -1
F3 161 2 0
G3 237 2 -1
E4 313 2 -1
F3 389 2 0
Measure Number: 41
B4 10 1 -1
C5 47 1 0
B4 85 1 -1
A4 123 1 0
B4 161 1 -1
B4 199 1 0
C5 237 1 0
D5 275 1 -1
C5 313 1 0
D5 351 1 -1
G4 389 1 0
A4 427 1 0
B2 10 2 -1
D4 85 2 -1
F3 161 2 0
G3 237 2 -1
E4 313 2 -1
F3 389 2 0
Measure Number: 42
B4 119 1 -1
C5 156 1 0
B4 192 1 -1
A4 229 1 0
B4 265 1 -1
C5 302 1 0
D5 338 1 0
E5 375 1 -1
D5 411 1 0
C5 448 1 1
D5 484 1 0
E5 521 1 -1
B2 119 2 -1
D4 192 2 -1
F3 265 2 0
A2 338 2 -1
C4 411 2 0
F3 484 2 0
Measure Number: 43
F5 14 1 0
G5 50 1 0
F5 86 1 0
G5 122 1 0
F5 159 1 0
E5 195 1 -1
D5 231 1 0
E5 267 1 -1
D5 303 1 0
E5 340 1 -1
A4 376 1 0
B4 412 1 0
D3 14 2 0
C4 86 2 0
F3 159 2 0
G2 231 2 0
B3 303 2 0
F3 376 2 0
Measure Number: 44
C5 10 1 0
D5 49 1 -1
C5 89 1 0
B4 129 1 0
C5 169 1 0
G5 209 1 0
A5 248 1 -1
B5 288 1 -1
A5 328 1 -1
G5 368 1 0
A5 408 1 -1
E5 447 1 0
C3 10 2 0
E4 89 2 0
B3 169 2 -1
A3 248 2 -1
F4 328 2 0
C4 408 2 0
Measure Number: 45
F5 109 1 0
G5 145 1 0
F5 182 1 0
E5 218 1 -1
D5 255 1 -1
C5 291 1 0
B4 327 1 -1
A4 364 1 -1
G4 400 1 0
F4 437 1 0
G4 473 1 0
A4 510 1 -1
C3 109 2 0
D4 182 2 -1
A3 255 2 -1
F3 327 2 0
D4 400 2 -1
A3 473 2 -1
Measure Number: 46
G4 10 1 0
D5 50 1 -1
C5 91 1 0
B4 132 1 0
C5 173 1 0
G5 214 1 0
A5 255 1 -1
B5 296 1 -1
A5 337 1 -1
G5 378 1 0
A5 418 1 -1
E5 459 1 0
C3 10 2 0
E4 91 2 0
B3 173 2 -1
A3 255 2 -1
F4 337 2 0
C4 418 2 0
Measure Number: 47
F5 10 1 0
G5 46 1 0
F5 82 1 0
E5 119 1 -1
D5 155 1 -1
C5 192 1 0
B4 228 1 -1
A4 264 1 -1
G4 301 1 0
F4 337 1 0
G4 374 1 0
A4 410 1 -1
C3 10 2 0
D4 82 2 -1
A3 155 2 -1
F3 228 2 0
D4 301 2 -1
A3 374 2 -1
Measure Number: 48
G4 109 1 0
G5 137 1 0
F5 165 1 0
E5 194 1 0
D5 222 1 -1
C5 250 1 0
B4 278 1 -1
A4 306 1 -1
G4 334 1 0
F4 363 1 0
G4 391 1 0
A4 419 1 -1
C3 109 2 0
E4 165 2 0
G3 222 2 0
F3 278 2 0
D4 334 2 -1
A3 391 2 -1
Measure Number: 49
G4 10 1 0
G5 38 1 0
F5 66 1 0
E5 94 1 0
D5 122 1 -1
C5 150 1 0
B4 179 1 -1
A4 207 1 -1
G4 235 1 0
F4 263 1 0
G4 291 1 0
A4 320 1 -1
C3 10 2 0
E4 66 2 0
G3 122 2 0
F3 179 2 0
D4 235 2 -1
A3 291 2 -1
Measure Number: 50
G4 10 1 0
D5 38 1 -1
C5 66 1 0
B4 94 1 0
C5 122 1 0
D5 150 1 -1
C5 179 1 0
D5 207 1 -1
C5 235 1 0
B4 263 1 0
C5 291 1 0
D5 320 1 -1
C3 10 2 0
G3 66 2 0
E4 122 2 0
rest 6
Measure Number: 51
C5 10 1 0
D5 38 1 -1
C5 66 1 0
B4 94 1 0
C5 122 1 0
D5 150 1 -1
C5 179 1 0
D5 207 1 -1
C5 235 1 0
D5 263 1 -1
C5 291 1 0
D5 320 1 -1
rest 12
Measure Number: 52
C5 118 1 0
D5 154 1 -1
B4 191 1 0
C5 227 1 0
E5 264 1 -1
D5 300 1 -1
C5 336 1 0
D5 373 1 -1
B4 409 1 0
C5 446 1 0
F5 482 1 1
G5 519 1 0
E3 118 2 0
G4 191 2 0
C4 264 2 0
B3 336 2 -1
G4 409 2 0
C4 482 2 0
Measure Number: 53
C5 14 1 0
D5 48 1 -1
B4 83 1 0
C5 117 1 0
E5 152 1 -1
D5 186 1 -1
C5 221 1 0
D5 255 1 -1
B4 290 1 0
C5 324 1 0
A5 359 1 -1
F5 393 1 0
F3 14 2 0
A4 83 2 -1
C4 152 2 0
A3 221 2 -1
A4 290 2 -1
C4 359 2 0
Measure Number: 54
E5 14 1 0
F5 55 1 0
E5 96 1 0
D5 137 1 1
E5 177 1 0
G5 218 1 0
B5 259 1 -1
C6 300 1 0
B5 341 1 -1
A5 382 1 0
B5 423 1 -1
D6 464 1 -1
G3 14 2 0
B4 96 2 -1
E4 177 2 0
D4 259 2 -1
B4 341 2 -1
E4 423 2 0
Measure Number: 55
C6 122 1 0
D6 162 1 -1
C6 203 1 0
B5 243 1 0
C6 283 1 0
G5 324 1 0
A5 364 1 -1
B5 404 1 -1
A5 445 1 -1
G5 485 1 0
A5 526 1 -1
E5 566 1 0
A3 122 2 -1
A4 203 2 -1
F4 283 2 0
C4 364 2 0
A4 445 2 -1
F4 526 2 0
Measure Number: 56
F5 10 1 0
G5 46 1 0
F5 82 1 0
E5 119 1 0
F5 155 1 0
C5 192 1 0
D5 228 1 -1
E5 265 1 -1
D5 301 1 -1
C5 337 1 0
D5 374 1 -1
B4 410 1 0
B2 10 2 -1
D4 82 2 -1
G3 155 2 0
F3 228 2 0
D4 301 2 -1
G3 374 2 0
Measure Number: 57
C5 10 1 0
D5 45 1 -1
C5 80 1 0
B4 115 1 0
C5 151 1 0
G4 186 1 0
A4 221 1 -1
B4 257 1 -1
A4 292 1 -1
G4 327 1 0
A4 363 1 -1
F4 398 1 0
C3 10 2 0
C4 80 2 0
A3 151 2 -1
F3 221 2 0
C4 292 2 0
A3 363 2 -1
Measure Number: 58
E4 118 1 0
G4 157 1 0
B4 195 1 -1
D5 234 1 -1
E5 272 1 0
G5 311 1 0
B5 350 1 -1
D6 388 1 -1
C6 427 1 0
B5 465 1 -1
A5 504 1 -1
G5 543 1 0
C3 118 2 0
E4 195 2 0
B3 272 2 -1
G3 350 2 0
E4 427 2 0
B3 504 2 -1
Measure Number: 59
B5 13 1 -1
C6 50 1 0
A5 87 1 -1
G5 125 1 0
A5 162 1 -1
F5 199 1 0
E5 236 1 0
G5 273 1 0
F5 311 1 0
E5 348 1 0
F5 385 1 0
D5 422 1 -1
F3 13 2 0
F4 87 2 0
C4 162 2 0
A3 236 2 -1
F4 311 2 0
D4 385 2 -1
Measure Number: 60
C5 14 1 0
D5 50 1 -1
B4 87 1 0
C5 123 1 0
E5 160 1 -1
D5 196 1 -1
C5 233 1 0
D5 269 1 -1
B4 306 1 0
C5 342 1 0
F5 379 1 1
G5 415 1 0
E3 14 2 0
G4 87 2 0
C4 160 2 0
B3 233 2 -1
G4 306 2 0
C4 379 2 0
Measure Number: 61
C5 118 1 0
D5 150 1 -1
B4 182 1 0
C5 214 1 0
E5 246 1 -1
D5 278 1 -1
C5 310 1 0
D5 342 1 -1
B4 373 1 0
C5 405 1 0
A5 437 1 -1
F5 469 1 0
F3 118 2 0
A4 182 2 -1
C4 246 2 0
A3 310 2 -1
A4 373 2 -1
C4 437 2 0
Measure Number: 62
E5 14 1 0
F5 52 1 0
E5 90 1 0
D5 129 1 1
E5 167 1 0
G5 206 1 0
B5 244 1 -1
C6 282 1 0
B5 321 1 -1
A5 359 1 0
B5 398 1 -1
D6 436 1 -1
G3 14 2 0
B4 90 2 -1
E4 167 2 0
D4 244 2 -1
B4 321 2 -1
E4 398 2 0
Measure Number: 63
C6 13 1 0
A6 54 1 -1
G6 95 1 0
G6 136 1 -1
F6 178 1 0
E6 219 1 0
E6 260 1 -1
D6 301 1 0
D6 342 1 -1
C6 383 1 0
C6 424 1 -1
B5 465 1 -1
G3 13 2 0
B4 95 2 -1
E4 178 2 0
D4 260 2 -1
B4 342 2 -1
E4 424 2 0
Measure Number: 64
A5 122 1 0
A5 161 1 -1
G5 201 1 0
F6 240 1 0
D6 280 1 -1
B5 319 1 -1
G5 359 1 0
F5 398 1 0
D5 438 1 -1
B4 477 1 -1
G4 517 1 0
D5 557 1 -1
B2 122 2 -1
D4 201 2 -1
G3 280 2 0
F3 359 2 0
D4 438 2 -1
G3 517 2 0
Measure Number: 65
C5 10 1 0
D5 47 1 -1
B4 85 1 0
C5 123 1 0
A4 160 1 -1
B4 198 1 -1
C5 236 1 0
D5 274 1 -1
C5 311 1 0
D5 349 1 -1
F5 387 1 0
E5 425 1 -1
C3 10 2 0
F4 85 2 0
C4 160 2 0
A3 236 2 -1
F4 311 2 0
D4 387 2 -1
Measure Number: 66
C5 10 1 0
D5 45 1 -1
B4 80 1 -1
C5 116 1 0
E5 151 1 -1
D5 186 1 -1
B4 222 1 -1
C5 257 1 0
A4 292 1 -1
B4 328 1 -1
D5 363 1 -1
C5 399 1 0
C3 10 2 0
E4 80 2 -1
G3 151 2 0
F3 222 2 0
D4 292 2 -1
E3 363 2 0
Measure Number: 67
F4 109 1 0
C6 149 1 0
B5 189 1 -1
A5 229 1 -1
G5 269 1 0
F5 309 1 0
E5 349 1 -1
D5 389 1 -1
C5 430 1 0
B4 470 1 -1
C5 510 1 0
D5 550 1 -1
F3 109 2 0
A4 189 2 -1
C4 269 2 0
B3 349 2 -1
G4 430 2 0
D4 510 2 -1
Measure Number: 68
C5 10 1 0
C6 57 1 0
B5 104 1 -1
A5 151 1 -1
G5 198 1 0
F5 245 1 0
E5 292 1 -1
D5 339 1 -1
C5 386 1 0
B4 433 1 -1
C5 480 1 0
E5 505 0 -1
D5 527 1 -1
C5 546 0 0
F3 10 2 0
A4 104 2 -1
C4 198 2 0
B3 292 2 -1
G4 386 2 0
D4 480 2 -1
Measure Number: 69
C5 22 6 0
C5 98 3 0
C5 145 3 0
F4 21 12 0
A4 21 12 -1
F3 21 12 0
C4 21 12 0
Measure Number: 70
F4 59 12 0
A4 59 12 -1
C5 59 12 0
F3 59 12 0
C4 59 12 0
